chain,contract_reuse_count,runtime_group_count,contracts_in_group,cumulative_contracts,total_contracts,cumulative_contract_fraction,cumulative_runtime_groups,total_runtime_groups,cumulative_runtime_fraction
ethereum,312,3,936,1260201,72881396,0.01729112049390492,360450,362813,0.9934870029464214
ethereum,313,6,1878,1262079,72881396,0.017316888386715315,360456,362813,0.993503540391331
ethereum,314,5,1570,1263649,72881396,0.017338430235337425,360461,362813,0.9935173215954224
ethereum,315,3,945,1264594,72881396,0.01735139650727876,360464,362813,0.9935255903178772
ethereum,316,4,1264,1265858,72881396,0.01736873975355796,360468,362813,0.9935366152811503
ethereum,317,3,951,1266809,72881396,0.01738178835103543,360471,362813,0.9935448840036052
ethereum,318,3,954,1267763,72881396,0.017394878111280963,360474,362813,0.9935531527260599
ethereum,319,5,1595,1269358,72881396,0.017416762982970305,360479,362813,0.9935669339301514
ethereum,320,5,1600,1270958,72881396,0.01743871645927309,360484,362813,0.9935807151342427
ethereum,321,3,963,1271921,72881396,0.01745192970782283,360487,362813,0.9935889838566975
ethereum,322,1,322,1272243,72881396,0.017456347844928766,360488,362813,0.9935917400975158
ethereum,323,1,323,1272566,72881396,0.017460779702957393,360489,362813,0.9935944963383341
ethereum,324,2,648,1273214,72881396,0.01746967086086002,360491,362813,0.9936000088199706
ethereum,325,6,1950,1275164,72881396,0.01749642666010404,360497,362813,0.9936165462648803
ethereum,326,5,1630,1276794,72881396,0.017518791764087504,360502,362813,0.9936303274689716
ethereum,327,1,327,1277121,72881396,0.017523278505806886,360503,362813,0.9936330837097899
ethereum,328,5,1640,1278761,72881396,0.017545780819017243,360508,362813,0.9936468649138812
ethereum,329,3,987,1279748,72881396,0.017559323369711523,360511,362813,0.9936551336363361
ethereum,330,4,1320,1281068,72881396,0.017577434987661324,360515,362813,0.9936661585996092
ethereum,331,9,2979,1284047,72881396,0.017618309616352575,360524,362813,0.9936909647669736
ethereum,332,2,664,1284711,72881396,0.01762742030901823,360526,362813,0.9936964772486102
ethereum,333,4,1332,1286043,72881396,0.0176456965780403,360530,362813,0.9937075022118833
ethereum,334,5,1670,1287713,72881396,0.017668610518931333,360535,362813,0.9937212834159747
ethereum,335,3,1005,1288718,72881396,0.01768240004623402,360538,362813,0.9937295521384294
ethereum,336,8,2688,1291406,72881396,0.017719281886422703,360546,362813,0.9937516020649756
ethereum,337,6,2022,1293428,72881396,0.017747025592100348,360552,362813,0.9937681395098853
ethereum,338,1,338,1293766,72881396,0.017751663263969313,360553,362813,0.9937708957507035
ethereum,339,4,1356,1295122,72881396,0.017770268835135924,360557,362813,0.9937819207139766
ethereum,340,6,2040,1297162,72881396,0.017798259517421977,360563,362813,0.9937984581588862
ethereum,341,5,1705,1298867,72881396,0.017821653690607134,360568,362813,0.9938122393629776
ethereum,343,5,1715,1300582,72881396,0.017845185073019184,360573,362813,0.993826020567069
ethereum,344,6,2064,1302646,72881396,0.01787350505744978,360579,362813,0.9938425580119786
ethereum,346,7,2422,1305068,72881396,0.017906737132203122,360586,362813,0.9938618516977066
ethereum,347,3,1041,1306109,72881396,0.017921020612722622,360589,362813,0.9938701204201613
ethereum,348,3,1044,1307153,72881396,0.01793534525601019,360592,362813,0.9938783891426162
ethereum,349,7,2443,1309596,72881396,0.017968865470140007,360599,362813,0.9938976828283441
ethereum,350,4,1400,1310996,72881396,0.017988074761904945,360603,362813,0.9939087077916172
ethereum,351,10,3510,1314506,72881396,0.018036235200544183,360613,362813,0.9939362701997999
ethereum,352,5,1760,1316266,72881396,0.01806038402447725,360618,362813,0.9939500514038913
ethereum,353,6,2118,1318384,72881396,0.018089444938733063,360624,362813,0.9939665888488008
ethereum,354,2,708,1319092,72881396,0.018099159351997046,360626,362813,0.9939721013304375
ethereum,355,6,2130,1321222,72881396,0.01812838491732513,360632,362813,0.993988638775347
ethereum,356,1,356,1321578,72881396,0.0181332695658025,360633,362813,0.9939913950161654
ethereum,357,5,1785,1323363,72881396,0.018157761412802797,360638,362813,0.9940051762202567
ethereum,358,6,2148,1325511,72881396,0.018187233954739285,360644,362813,0.9940217136651663
ethereum,359,3,1077,1326588,72881396,0.0182020113884756,360647,362813,0.9940299823876212
ethereum,360,4,1440,1328028,72881396,0.018221769517148108,360651,362813,0.9940410073508943
ethereum,361,1,361,1328389,72881396,0.018226722770238922,360652,362813,0.9940437635917125
ethereum,362,3,1086,1329475,72881396,0.01824162369227944,360655,362813,0.9940520323141674
ethereum,363,4,1452,1330927,72881396,0.01826154647202422,360659,362813,0.9940630572774405
ethereum,364,3,1092,1332019,72881396,0.01827652971960087,360662,362813,0.9940713259998952
ethereum,365,3,1095,1333114,72881396,0.01829155412994559,360665,362813,0.9940795947223501
ethereum,366,2,732,1333846,72881396,0.018301597845354116,360667,362813,0.9940851072039866
ethereum,367,4,1468,1335314,72881396,0.018321740159861922,360671,362813,0.9940961321672597
ethereum,368,1,368,1335682,72881396,0.018326789459411564,360672,362813,0.994098888408078
ethereum,369,2,738,1336420,72881396,0.018336915500356224,360674,362813,0.9941044008897145
ethereum,370,5,1850,1338270,72881396,0.01836229920733132,360679,362813,0.9941181820938059
ethereum,371,2,742,1339012,72881396,0.018372480131966736,360681,362813,0.9941236945754425
ethereum,372,1,372,1339384,72881396,0.018377584315207134,360682,362813,0.9941264508162607
ethereum,373,2,746,1340130,72881396,0.018387820123533308,360684,362813,0.9941319632978972
ethereum,374,2,748,1340878,72881396,0.01839808337370486,360686,362813,0.9941374757795338
ethereum,375,3,1125,1342003,72881396,0.018413519411730257,360689,362813,0.9941457445019887
ethereum,376,6,2256,1344259,72881396,0.018444473813317187,360695,362813,0.9941622819468983
ethereum,377,6,2262,1346521,72881396,0.018475510540440252,360701,362813,0.9941788193918079
ethereum,378,2,756,1347277,72881396,0.01848588355799332,360703,362813,0.9941843318734445
ethereum,379,2,758,1348035,72881396,0.018496284017391763,360705,362813,0.994189844355081
ethereum,380,7,2660,1350695,72881396,0.018532781671745147,360712,362813,0.9942091380408089
ethereum,381,3,1143,1351838,72881396,0.01854846468637895,360715,362813,0.9942174067632638
ethereum,382,6,2292,1354130,72881396,0.01857991304118269,360721,362813,0.9942339442081733
ethereum,383,3,1149,1355279,72881396,0.01859567838135263,360724,362813,0.9942422129306282
ethereum,384,7,2688,1357967,72881396,0.018632560221541312,360731,362813,0.994261506616356
ethereum,385,2,770,1358737,72881396,0.018643125332012025,360733,362813,0.9942670190979926
ethereum,386,3,1158,1359895,72881396,0.018659014160486168,360736,362813,0.9942752878204475
ethereum,387,3,1161,1361056,72881396,0.01867494415172838,360739,362813,0.9942835565429022
ethereum,388,4,1552,1362608,72881396,0.01869623902374208,360743,362813,0.9942945815061753
ethereum,389,2,778,1363386,72881396,0.01870691390159431,360745,362813,0.9943000939878119
ethereum,390,3,1170,1364556,72881396,0.018722967381140723,360748,362813,0.9943083627102667
ethereum,391,2,782,1365338,72881396,0.01873369714268371,360750,362813,0.9943138751919033
ethereum,392,5,1960,1367298,72881396,0.018760590151154624,360755,362813,0.9943276563959946
ethereum,393,2,786,1368084,72881396,0.01877137479638837,360757,362813,0.9943331688776311
ethereum,394,1,394,1368478,72881396,0.01877678083992793,360758,362813,0.9943359251184495
ethereum,395,5,1975,1370453,72881396,0.018803879662239183,360763,362813,0.9943497063225408
ethereum,396,3,1188,1371641,72881396,0.018820180118394,360766,362813,0.9943579750449957
ethereum,397,2,794,1372435,72881396,0.018831074531009257,360768,362813,0.9943634875266322
ethereum,398,3,1194,1373629,72881396,0.01884745731270021,360771,362813,0.994371756249087
ethereum,399,5,1995,1375624,72881396,0.018874830553465248,360776,362813,0.9943855374531784
ethereum,400,13,5200,1380824,72881396,0.018946179351449304,360789,362813,0.9944213685838159
ethereum,401,3,1203,1382027,72881396,0.018962685621444462,360792,362813,0.9944296373062708
ethereum,402,2,804,1382831,72881396,0.018973717243286614,360794,362813,0.9944351497879073
ethereum,403,1,403,1383234,72881396,0.018979246775130378,360795,362813,0.9944379060287255
ethereum,404,3,1212,1384446,72881396,0.01899587653342974,360798,362813,0.9944461747511804
ethereum,406,3,1218,1385664,72881396,0.019012588617265236,360801,362813,0.9944544434736352
ethereum,407,5,2035,1387699,72881396,0.01904051069493784,360806,362813,0.9944682246777266
ethereum,408,5,2040,1389739,72881396,0.019068501377223893,360811,362813,0.9944820058818179
ethereum,409,4,1636,1391375,72881396,0.019090948806743495,360815,362813,0.994493030845091
ethereum,410,5,2050,1393425,72881396,0.019119076698256438,360820,362813,0.9945068120491823
ethereum,411,3,1233,1394658,72881396,0.019135994595932272,360823,362813,0.9945150807716372
ethereum,412,3,1236,1395894,72881396,0.019152953656376176,360826,362813,0.994523349494092
ethereum,413,3,1239,1397133,72881396,0.019169953879588145,360829,362813,0.9945316182165468
ethereum,414,5,2070,1399203,72881396,0.019198356189554875,360834,362813,0.9945453994206381
ethereum,415,5,2075,1401278,72881396,0.019226827104135053,360839,362813,0.9945591806247296
ethereum,416,3,1248,1402526,72881396,0.019243950815651226,360842,362813,0.9945674493471843
ethereum,417,3,1251,1403777,72881396,0.01926111568993547,360845,362813,0.9945757180696392
ethereum,418,1,418,1404195,72881396,0.01926685103561957,360846,362813,0.9945784743104574
ethereum,419,2,838,1405033,72881396,0.019278349168833156,360848,362813,0.994583986792094
ethereum,420,8,3360,1408393,72881396,0.019324451469069005,360856,362813,0.9946060367186402
ethereum,421,3,1263,1409656,72881396,0.019341780994425517,360859,362813,0.994614305441095
ethereum,423,1,423,1410079,72881396,0.019347584944723068,360860,362813,0.9946170616819132
ethereum,424,6,2544,1412623,72881396,0.0193824909720445,360866,362813,0.9946335991268229
ethereum,425,3,1275,1413898,72881396,0.01939998514847328,360869,362813,0.9946418678492778
ethereum,426,2,852,1414750,72881396,0.019411675374604514,360871,362813,0.9946473803309143
ethereum,427,4,1708,1416458,72881396,0.01943511071055774,360875,362813,0.9946584052941874
ethereum,428,2,856,1417314,72881396,0.019446855820379732,360877,362813,0.9946639177758239
ethereum,429,3,1287,1418601,72881396,0.019464514647880786,360880,362813,0.9946721864982787
ethereum,430,1,430,1419031,72881396,0.019470414644637158,360881,362813,0.994674942739097
ethereum,431,2,862,1419893,72881396,0.019482242079995285,360883,362813,0.9946804552207336
ethereum,432,2,864,1420757,72881396,0.019494096957198788,360885,362813,0.99468596770237
ethereum,433,1,433,1421190,72881396,0.01950003811672323,360886,362813,0.9946887239431884
ethereum,434,1,434,1421624,72881396,0.01950599299717036,360887,362813,0.9946914801840067
ethereum,435,3,1305,1422929,72881396,0.01952389880127982,360890,362813,0.9946997489064614
ethereum,436,3,1308,1424237,72881396,0.01954184576815735,360893,362813,0.9947080176289163
ethereum,437,3,1311,1425548,72881396,0.019559833897802945,360896,362813,0.9947162863513711
ethereum,438,2,876,1426424,72881396,0.01957185342607872,360898,362813,0.9947217988330076
ethereum,440,2,880,1427304,72881396,0.019583927838045252,360900,362813,0.9947273113146442
ethereum,441,2,882,1428186,72881396,0.019596029691857166,360902,362813,0.9947328237962807
ethereum,442,3,1326,1429512,72881396,0.019614223635343098,360905,362813,0.9947410925187355
ethereum,443,4,1772,1431284,72881396,0.019638537110348436,360909,362813,0.9947521174820086
ethereum,444,3,1332,1432616,72881396,0.019656813379370506,360912,362813,0.9947603862044635
ethereum,445,5,2225,1434841,72881396,0.019687342432354066,360917,362813,0.9947741674085548
ethereum,446,1,446,1435287,72881396,0.01969346196387347,360918,362813,0.9947769236493731
ethereum,447,1,447,1435734,72881396,0.01969959521631556,360919,362813,0.9947796798901913
ethereum,448,4,1792,1437526,72881396,0.01972418310977468,360923,362813,0.9947907048534644
ethereum,449,2,898,1438424,72881396,0.01973650449834962,360925,362813,0.994796217335101
ethereum,450,6,2700,1441124,72881396,0.01977355098961057,360931,362813,0.9948127547800106
ethereum,451,3,1353,1442477,72881396,0.019792115398009118,360934,362813,0.9948210235024655
ethereum,452,1,452,1442929,72881396,0.019798317255064653,360935,362813,0.9948237797432837
ethereum,453,5,2265,1445194,72881396,0.019829395144955787,360940,362813,0.9948375609473751
ethereum,454,3,1362,1446556,72881396,0.019848083041658533,360943,362813,0.9948458296698299
ethereum,455,3,1365,1447921,72881396,0.019866812101129346,360946,362813,0.9948540983922848
ethereum,457,1,457,1448378,72881396,0.01987308256279833,360947,362813,0.994856854633103
ethereum,458,3,1374,1449752,72881396,0.01989193511057335,360950,362813,0.9948651233555578
ethereum,459,2,918,1450670,72881396,0.01990453091760207,360952,362813,0.9948706358371944
ethereum,460,5,2300,1452970,72881396,0.019936089039787327,360957,362813,0.9948844170412857
ethereum,461,4,1844,1454814,72881396,0.01996139042122629,360961,362813,0.9948954420045588
ethereum,462,2,924,1455738,72881396,0.01997406855379115,360963,362813,0.9949009544861954
ethereum,463,1,463,1456201,72881396,0.019980421340996268,360964,362813,0.9949037107270137
ethereum,464,4,1856,1458057,72881396,0.0200058873735075,360968,362813,0.9949147356902868
ethereum,465,2,930,1458987,72881396,0.020018647831608494,360970,362813,0.9949202481719233
ethereum,467,4,1868,1460855,72881396,0.020044278515192,360974,362813,0.9949312731351964
ethereum,468,1,468,1461323,72881396,0.020050699907010562,360975,362813,0.9949340293760146
ethereum,469,2,938,1462261,72881396,0.02006357013249307,360977,362813,0.9949395418576512
ethereum,470,5,2350,1464611,72881396,0.020095814300812788,360982,362813,0.9949533230617426
ethereum,471,1,471,1465082,72881396,0.02010227685539942,360983,362813,0.9949560793025608
ethereum,472,2,944,1466026,72881396,0.020115229406418064,360985,362813,0.9949615917841974
ethereum,473,2,946,1466972,72881396,0.020128209399282088,360987,362813,0.9949671042658339
ethereum,474,1,474,1467446,72881396,0.02013471311663679,360988,362813,0.9949698605066521
ethereum,475,3,1425,1468871,72881396,0.02015426543146896,360991,362813,0.994978129229107
ethereum,476,3,1428,1470299,72881396,0.020173858909069194,360994,362813,0.9949863979515619
ethereum,477,4,1908,1472207,72881396,0.02020003842956027,360998,362813,0.994997422914835
ethereum,478,1,478,1472685,72881396,0.020206597030605726,360999,362813,0.9950001791556532
ethereum,479,4,1916,1474601,72881396,0.02023288631847831,361003,362813,0.9950112041189263
ethereum,480,4,1920,1476521,72881396,0.020259230490041656,361007,362813,0.9950222290821994
ethereum,481,2,962,1477483,72881396,0.020272430017668708,361009,362813,0.9950277415638359
ethereum,482,3,1446,1478929,72881396,0.02029227047187735,361012,362813,0.9950360102862907
ethereum,483,3,1449,1480378,72881396,0.02031215208885406,361015,362813,0.9950442790087456
ethereum,484,2,968,1481346,72881396,0.020325433942017246,361017,362813,0.9950497914903821
ethereum,486,3,1458,1482804,72881396,0.020345439047298162,361020,362813,0.9950580602128369
ethereum,487,4,1948,1484752,72881396,0.020372167404696804,361024,362813,0.99506908517611
ethereum,488,3,1464,1486216,72881396,0.020392254835513855,361027,362813,0.9950773538985648
ethereum,489,4,1956,1488172,72881396,0.02041909296029401,361031,362813,0.9950883788618379
ethereum,490,1,490,1488662,72881396,0.020425816212411737,361032,362813,0.9950911351026562
ethereum,492,1,492,1489154,72881396,0.020432566906374846,361033,362813,0.9950938913434745
ethereum,493,1,493,1489647,72881396,0.02043933132126064,361034,362813,0.9950966475842927
ethereum,494,1,494,1490141,72881396,0.020446109457069126,361035,362813,0.995099403825111
ethereum,495,2,990,1491131,72881396,0.020459693170531475,361037,362813,0.9951049163067476
ethereum,496,1,496,1491627,72881396,0.02046649874818534,361038,362813,0.9951076725475658
ethereum,497,2,994,1492621,72881396,0.020480137345338444,361040,362813,0.9951131850292023
ethereum,498,1,498,1493119,72881396,0.020486970364837688,361041,362813,0.9951159412700207
ethereum,499,2,998,1494117,72881396,0.02050066384568155,361043,362813,0.9951214537516572
ethereum,500,18,9000,1503117,72881396,0.020624152149884726,361061,362813,0.9951710660863861
ethereum,502,1,502,1503619,72881396,0.020631040053074725,361062,362813,0.9951738223272044
ethereum,503,2,1006,1504625,72881396,0.020644843301300102,361064,362813,0.9951793348088409
ethereum,504,1,504,1505129,72881396,0.020651758646335477,361065,362813,0.9951820910496592
ethereum,505,4,2020,1507149,72881396,0.020679474910167746,361069,362813,0.9951931160129323
ethereum,506,3,1518,1508667,72881396,0.020700303270810017,361072,362813,0.9952013847353871
