chain,block_date,create_trace_count
ethereum,2018-07-11,1138
ethereum,2018-07-12,1643
ethereum,2018-07-13,1530
ethereum,2018-07-14,900
ethereum,2018-07-15,855
ethereum,2018-07-16,3318
ethereum,2018-07-17,5798
ethereum,2018-07-18,6275
ethereum,2018-07-19,5780
ethereum,2018-07-20,15336
ethereum,2018-07-21,26647
ethereum,2018-07-22,5117
ethereum,2018-07-23,4233
ethereum,2018-07-24,4491
ethereum,2018-07-25,5595
ethereum,2018-07-26,6369
ethereum,2018-07-27,7396
ethereum,2018-07-28,16525
ethereum,2018-07-29,5343
ethereum,2018-07-30,3946
ethereum,2018-07-31,2891
ethereum,2018-08-01,2219
ethereum,2018-08-02,2346
ethereum,2018-08-03,2190
ethereum,2018-08-04,1666
ethereum,2018-08-05,1747
ethereum,2018-08-06,2065
ethereum,2018-08-07,7411
ethereum,2018-08-08,14489
ethereum,2018-08-09,14429
ethereum,2018-08-10,14409
ethereum,2018-08-11,3356
ethereum,2018-08-12,2786
ethereum,2018-08-13,4286
ethereum,2018-08-14,3734
ethereum,2018-08-15,3184
ethereum,2018-08-16,3862
ethereum,2018-08-17,5324
ethereum,2018-08-18,4280
ethereum,2018-08-19,8944
ethereum,2018-08-20,5872
ethereum,2018-08-21,3997
ethereum,2018-08-22,3221
ethereum,2018-08-23,2561
ethereum,2018-08-24,3317
ethereum,2018-08-25,7921
ethereum,2018-08-26,7901
ethereum,2018-08-27,1366
ethereum,2018-08-28,2016
ethereum,2018-08-29,4027
ethereum,2018-08-30,2293
ethereum,2018-08-31,5328
ethereum,2018-09-01,9648
ethereum,2018-09-02,11036
ethereum,2018-09-03,14932
ethereum,2018-09-04,12134
ethereum,2018-09-05,10355
ethereum,2018-09-06,3601
ethereum,2018-09-07,1611
ethereum,2018-09-08,1120
ethereum,2018-09-09,1392
ethereum,2018-09-10,4144
ethereum,2018-09-11,6115
ethereum,2018-09-12,4576
ethereum,2018-09-13,3183
ethereum,2018-09-14,12884
ethereum,2018-09-15,29863
ethereum,2018-09-16,13343
ethereum,2018-09-17,29962
ethereum,2018-09-18,26646
ethereum,2018-09-19,13771
ethereum,2018-09-20,22043
ethereum,2018-09-21,4311
ethereum,2018-09-22,9197
ethereum,2018-09-23,9736
ethereum,2018-09-24,3382
ethereum,2018-09-25,3253
ethereum,2018-09-26,1397
ethereum,2018-09-27,1368
ethereum,2018-09-28,7306
ethereum,2018-09-29,15394
ethereum,2018-09-30,5699
ethereum,2018-10-01,7102
ethereum,2018-10-02,11989
ethereum,2018-10-03,19062
ethereum,2018-10-04,17145
ethereum,2018-10-05,23351
ethereum,2018-10-06,31496
ethereum,2018-10-07,28939
ethereum,2018-10-08,22617
ethereum,2018-10-09,17473
ethereum,2018-10-10,6346
ethereum,2018-10-11,7884
ethereum,2018-10-12,9813
ethereum,2018-10-13,22674
ethereum,2018-10-14,42846
ethereum,2018-10-15,23227
ethereum,2018-10-16,21372
ethereum,2018-10-17,17351
ethereum,2018-10-18,36950
ethereum,2018-10-19,16824
ethereum,2018-10-20,67983
ethereum,2018-10-21,52736
ethereum,2018-10-22,38579
ethereum,2018-10-23,34315
ethereum,2018-10-24,24318
ethereum,2018-10-25,32219
ethereum,2018-10-26,33286
ethereum,2018-10-27,53195
ethereum,2018-10-28,78849
ethereum,2018-10-29,32301
ethereum,2018-10-30,48248
ethereum,2018-10-31,45764
ethereum,2018-11-01,32252
ethereum,2018-11-02,17083
ethereum,2018-11-03,29235
ethereum,2018-11-04,33129
ethereum,2018-11-05,18344
ethereum,2018-11-06,16803
ethereum,2018-11-07,20392
ethereum,2018-11-08,32808
ethereum,2018-11-09,47427
ethereum,2018-11-10,71513
ethereum,2018-11-11,63777
ethereum,2018-11-12,38639
ethereum,2018-11-13,52229
ethereum,2018-11-14,53104
ethereum,2018-11-15,66397
ethereum,2018-11-16,61104
ethereum,2018-11-17,87636
ethereum,2018-11-18,71213
ethereum,2018-11-19,45686
ethereum,2018-11-20,40167
ethereum,2018-11-21,45200
ethereum,2018-11-22,49544
ethereum,2018-11-23,44556
ethereum,2018-11-24,62989
ethereum,2018-11-25,59362
ethereum,2018-11-26,65305
ethereum,2018-11-27,73659
ethereum,2018-11-28,48832
ethereum,2018-11-29,25991
ethereum,2018-11-30,24010
ethereum,2018-12-01,65339
ethereum,2018-12-02,59693
ethereum,2018-12-03,35193
ethereum,2018-12-04,29200
ethereum,2018-12-05,30972
ethereum,2018-12-06,43249
ethereum,2018-12-07,58572
ethereum,2018-12-08,66466
ethereum,2018-12-09,49769
ethereum,2018-12-10,25889
ethereum,2018-12-11,51326
ethereum,2018-12-12,76536
ethereum,2018-12-13,51436
ethereum,2018-12-14,51766
ethereum,2018-12-15,118435
ethereum,2018-12-16,111255
ethereum,2018-12-17,45114
ethereum,2018-12-18,32601
ethereum,2018-12-19,60884
ethereum,2018-12-20,78464
ethereum,2018-12-21,64741
ethereum,2018-12-22,109910
ethereum,2018-12-23,110328
ethereum,2018-12-24,73613
ethereum,2018-12-25,9531
ethereum,2018-12-26,41486
ethereum,2018-12-27,46183
ethereum,2018-12-28,52536
ethereum,2018-12-29,58928
ethereum,2018-12-30,26559
ethereum,2018-12-31,42335
ethereum,2019-01-01,17757
ethereum,2019-01-02,15066
ethereum,2019-01-03,25528
ethereum,2019-01-04,23861
ethereum,2019-01-05,27710
ethereum,2019-01-06,31746
ethereum,2019-01-07,23820
ethereum,2019-01-08,21871
ethereum,2019-01-09,21119
ethereum,2019-01-10,21753
ethereum,2019-01-11,41488
ethereum,2019-01-12,53559
ethereum,2019-01-13,34517
ethereum,2019-01-14,4440
ethereum,2019-01-15,15480
ethereum,2019-01-16,20745
ethereum,2019-01-17,17067
ethereum,2019-01-18,13194
ethereum,2019-01-19,10364
ethereum,2019-01-20,23242
ethereum,2019-01-21,11276
ethereum,2019-01-22,4169
ethereum,2019-01-23,13225
ethereum,2019-01-24,11550
ethereum,2019-01-25,19718
ethereum,2019-01-26,58476
ethereum,2019-01-27,28581
ethereum,2019-01-28,19756
ethereum,2019-01-29,14601
ethereum,2019-01-30,23409
ethereum,2019-01-31,5082
ethereum,2019-02-01,13653
ethereum,2019-02-02,32597
ethereum,2019-02-03,33236
ethereum,2019-02-04,31523
ethereum,2019-02-05,34911
ethereum,2019-02-06,27062
ethereum,2019-02-07,19313
ethereum,2019-02-08,11323
ethereum,2019-02-09,11592
ethereum,2019-02-10,6899
ethereum,2019-02-11,7716
ethereum,2019-02-12,10876
ethereum,2019-02-13,5421
ethereum,2019-02-14,8034
ethereum,2019-02-15,7503
ethereum,2019-02-16,11750
ethereum,2019-02-17,11631
ethereum,2019-02-18,8344
ethereum,2019-02-19,5806
ethereum,2019-02-20,5681
ethereum,2019-02-21,3864
ethereum,2019-02-22,5972
ethereum,2019-02-23,9956
ethereum,2019-02-24,3585
ethereum,2019-02-25,3967
ethereum,2019-02-26,8155
ethereum,2019-02-27,10664
ethereum,2019-02-28,3454
ethereum,2019-03-01,20870
ethereum,2019-03-02,52968
ethereum,2019-03-03,78528
ethereum,2019-03-04,32281
ethereum,2019-03-05,32244
ethereum,2019-03-06,28648
ethereum,2019-03-07,36182
ethereum,2019-03-08,26896
ethereum,2019-03-09,41212
ethereum,2019-03-10,42004
ethereum,2019-03-11,43683
ethereum,2019-03-12,54969
ethereum,2019-03-13,36563
ethereum,2019-03-14,40479
ethereum,2019-03-15,26974
ethereum,2019-03-16,51666
ethereum,2019-03-17,62162
ethereum,2019-03-18,21736
ethereum,2019-03-19,16797
ethereum,2019-03-20,19872
ethereum,2019-03-21,8972
ethereum,2019-03-22,16181
ethereum,2019-03-23,21492
ethereum,2019-03-24,41699
ethereum,2019-03-25,27273
ethereum,2019-03-26,23409
ethereum,2019-03-27,23530
ethereum,2019-03-28,28766
ethereum,2019-03-29,14213
ethereum,2019-03-30,11029
ethereum,2019-03-31,8875
ethereum,2019-04-01,9703
ethereum,2019-04-02,9573
ethereum,2019-04-03,5287
ethereum,2019-04-04,6236
ethereum,2019-04-05,26036
ethereum,2019-04-06,48877
ethereum,2019-04-07,42025
ethereum,2019-04-08,21647
ethereum,2019-04-09,22541
ethereum,2019-04-10,17690
ethereum,2019-04-11,10496
ethereum,2019-04-12,13129
ethereum,2019-04-13,32993
ethereum,2019-04-14,32638
ethereum,2019-04-15,29510
ethereum,2019-04-16,16018
ethereum,2019-04-17,41156
ethereum,2019-04-18,54225
ethereum,2019-04-19,36502
ethereum,2019-04-20,25736
ethereum,2019-04-21,19594
ethereum,2019-04-22,37332
ethereum,2019-04-23,54023
ethereum,2019-04-24,65564
ethereum,2019-04-25,33211
ethereum,2019-04-26,45845
ethereum,2019-04-27,34466
ethereum,2019-04-28,27585
ethereum,2019-04-29,22614
ethereum,2019-04-30,18261
ethereum,2019-05-01,17957
ethereum,2019-05-02,13089
ethereum,2019-05-03,15464
ethereum,2019-05-04,19846
ethereum,2019-05-05,21185
ethereum,2019-05-06,9288
ethereum,2019-05-07,3953
ethereum,2019-05-08,4467
ethereum,2019-05-09,11043
ethereum,2019-05-10,26725
ethereum,2019-05-11,25262
ethereum,2019-05-12,14580
ethereum,2019-05-13,12590
ethereum,2019-05-14,12520
ethereum,2019-05-15,7073
ethereum,2019-05-16,5235
ethereum,2019-05-17,4565
ethereum,2019-05-18,9908
ethereum,2019-05-19,28814
ethereum,2019-05-20,8173
ethereum,2019-05-21,22575
ethereum,2019-05-22,7980
ethereum,2019-05-23,10679
ethereum,2019-05-24,15749
ethereum,2019-05-25,19329
ethereum,2019-05-26,13518
ethereum,2019-05-27,4931
ethereum,2019-05-28,10376
ethereum,2019-05-29,5068
ethereum,2019-05-30,6469
ethereum,2019-05-31,28410
ethereum,2019-06-01,22504
ethereum,2019-06-02,16240
ethereum,2019-06-03,14429
ethereum,2019-06-04,21710
ethereum,2019-06-05,19260
ethereum,2019-06-06,34952
ethereum,2019-06-07,29814
ethereum,2019-06-08,16116
ethereum,2019-06-09,37990
ethereum,2019-06-10,15641
ethereum,2019-06-11,9675
ethereum,2019-06-12,17934
ethereum,2019-06-13,22790
ethereum,2019-06-14,10535
ethereum,2019-06-15,8270
ethereum,2019-06-16,12192
ethereum,2019-06-17,29568
ethereum,2019-06-18,49367
ethereum,2019-06-19,9978
ethereum,2019-06-20,16313
ethereum,2019-06-21,32650
ethereum,2019-06-22,24549
ethereum,2019-06-23,22930
ethereum,2019-06-24,26897
ethereum,2019-06-25,11314
ethereum,2019-06-26,8025
ethereum,2019-06-27,18033
ethereum,2019-06-28,12103
ethereum,2019-06-29,15417
ethereum,2019-06-30,7680
ethereum,2019-07-01,6278
ethereum,2019-07-02,16250
ethereum,2019-07-03,28110
ethereum,2019-07-04,31301
ethereum,2019-07-05,18550
ethereum,2019-07-06,38807
ethereum,2019-07-07,53502
ethereum,2019-07-08,23315
ethereum,2019-07-09,16916
ethereum,2019-07-10,23727
ethereum,2019-07-11,14465
ethereum,2019-07-12,26423
ethereum,2019-07-13,34778
ethereum,2019-07-14,22853
ethereum,2019-07-15,42954
ethereum,2019-07-16,8707
ethereum,2019-07-17,11195
ethereum,2019-07-18,19966
ethereum,2019-07-19,10948
ethereum,2019-07-20,42090
ethereum,2019-07-21,53700
ethereum,2019-07-22,41196
ethereum,2019-07-23,40049
ethereum,2019-07-24,25478
ethereum,2019-07-25,26099
ethereum,2019-07-26,43139
ethereum,2019-07-27,26712
ethereum,2019-07-28,39705
ethereum,2019-07-29,26958
ethereum,2019-07-30,18620
ethereum,2019-07-31,20974
ethereum,2019-08-01,8656
ethereum,2019-08-02,15875
ethereum,2019-08-03,18663
ethereum,2019-08-04,35848
ethereum,2019-08-05,16594
ethereum,2019-08-06,17054
ethereum,2019-08-07,16372
ethereum,2019-08-08,12365
ethereum,2019-08-09,19104
ethereum,2019-08-10,28556
ethereum,2019-08-11,41165
ethereum,2019-08-12,39174
ethereum,2019-08-13,21574
ethereum,2019-08-14,16137
ethereum,2019-08-15,20991
ethereum,2019-08-16,15297
ethereum,2019-08-17,23382
ethereum,2019-08-18,27227
ethereum,2019-08-19,7737
ethereum,2019-08-20,5895
ethereum,2019-08-21,9286
ethereum,2019-08-22,6974
ethereum,2019-08-23,6841
ethereum,2019-08-24,17065
ethereum,2019-08-25,18576
ethereum,2019-08-26,3658
ethereum,2019-08-27,7334
ethereum,2019-08-28,5964
ethereum,2019-08-29,8727
ethereum,2019-08-30,4771
ethereum,2019-08-31,9306
ethereum,2019-09-01,11458
ethereum,2019-09-02,5227
ethereum,2019-09-03,5294
ethereum,2019-09-04,4026
ethereum,2019-09-05,4709
ethereum,2019-09-06,4685
ethereum,2019-09-07,3978
ethereum,2019-09-08,3858
ethereum,2019-09-09,3945
ethereum,2019-09-10,4243
ethereum,2019-09-11,3791
ethereum,2019-09-12,4537
ethereum,2019-09-13,6098
ethereum,2019-09-14,5626
ethereum,2019-09-15,5216
ethereum,2019-09-16,4300
ethereum,2019-09-17,3692
ethereum,2019-09-18,5742
ethereum,2019-09-19,4167
ethereum,2019-09-20,6352
ethereum,2019-09-21,5152
ethereum,2019-09-22,7398
ethereum,2019-09-23,4180
ethereum,2019-09-24,3594
ethereum,2019-09-25,5651
ethereum,2019-09-26,5600
ethereum,2019-09-27,6033
ethereum,2019-09-28,3107
ethereum,2019-09-29,6052
ethereum,2019-09-30,16066
ethereum,2019-10-01,68465
ethereum,2019-10-02,65449
ethereum,2019-10-03,55912
ethereum,2019-10-04,40675
ethereum,2019-10-05,35130
ethereum,2019-10-06,115245
ethereum,2019-10-07,35902
ethereum,2019-10-08,41686
ethereum,2019-10-09,25728
ethereum,2019-10-10,46998
ethereum,2019-10-11,38570
ethereum,2019-10-12,36075
ethereum,2019-10-13,28599
ethereum,2019-10-14,48579
ethereum,2019-10-15,38263
ethereum,2019-10-16,34202
ethereum,2019-10-17,33431
ethereum,2019-10-18,30332
ethereum,2019-10-19,26740
ethereum,2019-10-20,17717
ethereum,2019-10-21,16356
ethereum,2019-10-22,14076
ethereum,2019-10-23,12661
ethereum,2019-10-24,15510
ethereum,2019-10-25,18941
ethereum,2019-10-26,24107
ethereum,2019-10-27,17226
ethereum,2019-10-28,19547
ethereum,2019-10-29,15966
ethereum,2019-10-30,12745
ethereum,2019-10-31,26489
ethereum,2019-11-01,25707
ethereum,2019-11-02,18363
ethereum,2019-11-03,13087
ethereum,2019-11-04,10837
ethereum,2019-11-05,17898
ethereum,2019-11-06,24832
ethereum,2019-11-07,25062
ethereum,2019-11-08,8248
ethereum,2019-11-09,7614
ethereum,2019-11-10,11091
ethereum,2019-11-11,6604
ethereum,2019-11-12,8268
ethereum,2019-11-13,9432
ethereum,2019-11-14,9929
ethereum,2019-11-15,4399
ethereum,2019-11-16,6758
ethereum,2019-11-17,4784
ethereum,2019-11-18,7490
ethereum,2019-11-19,17632
ethereum,2019-11-20,17145
ethereum,2019-11-21,12912
ethereum,2019-11-22,16406
ethereum,2019-11-23,34533
ethereum,2019-11-24,23024
ethereum,2019-11-25,26571
ethereum,2019-11-26,12398
ethereum,2019-11-27,6530
ethereum,2019-11-28,21680
ethereum,2019-11-29,20068
ethereum,2019-11-30,36014
ethereum,2019-12-01,12519
ethereum,2019-12-02,7877
ethereum,2019-12-03,7921
ethereum,2019-12-04,3709
ethereum,2019-12-05,27848
ethereum,2019-12-06,10513
ethereum,2019-12-07,11315
ethereum,2019-12-08,12040
ethereum,2019-12-09,11593
ethereum,2019-12-10,6308
ethereum,2019-12-11,6867
ethereum,2019-12-12,16623
ethereum,2019-12-13,12739
ethereum,2019-12-14,10827
ethereum,2019-12-15,17095
ethereum,2019-12-16,9883
ethereum,2019-12-17,9130
ethereum,2019-12-18,5851
ethereum,2019-12-19,8085
ethereum,2019-12-20,17153
ethereum,2019-12-21,56740
ethereum,2019-12-22,8123
ethereum,2019-12-23,19670
ethereum,2019-12-24,21497
ethereum,2019-12-25,10803
ethereum,2019-12-26,14702
ethereum,2019-12-27,40569
ethereum,2019-12-28,44123
ethereum,2019-12-29,85835
ethereum,2019-12-30,27120
ethereum,2019-12-31,24583
ethereum,2020-01-01,54618
ethereum,2020-01-02,25521
ethereum,2020-01-03,30764
ethereum,2020-01-04,28164
ethereum,2020-01-05,26515
ethereum,2020-01-06,27340
ethereum,2020-01-07,29565
ethereum,2020-01-08,22386
ethereum,2020-01-09,30570
ethereum,2020-01-10,63437
ethereum,2020-01-11,63472
ethereum,2020-01-12,33655
ethereum,2020-01-13,27530
ethereum,2020-01-14,29754
ethereum,2020-01-15,38148
ethereum,2020-01-16,21874
ethereum,2020-01-17,22196
ethereum,2020-01-18,32661
ethereum,2020-01-19,21578
ethereum,2020-01-20,16716
ethereum,2020-01-21,52204
ethereum,2020-01-22,54232
ethereum,2020-01-23,16969
ethereum,2020-01-24,10952
ethereum,2020-01-25,19207
ethereum,2020-01-26,18750
ethereum,2020-01-27,27371
ethereum,2020-01-28,20424
ethereum,2020-01-29,9478
ethereum,2020-01-30,17160
ethereum,2020-01-31,13828
ethereum,2020-02-01,19372
ethereum,2020-02-02,20606
ethereum,2020-02-03,13648
ethereum,2020-02-04,6288
ethereum,2020-02-05,9687
ethereum,2020-02-06,9127
ethereum,2020-02-07,10344
ethereum,2020-02-08,58612
ethereum,2020-02-09,17119
ethereum,2020-02-10,37661
ethereum,2020-02-11,15883
ethereum,2020-02-12,21027
ethereum,2020-02-13,33738
ethereum,2020-02-14,9652
ethereum,2020-02-15,37427
ethereum,2020-02-16,13118
ethereum,2020-02-17,22206
ethereum,2020-02-18,29741
ethereum,2020-02-19,32015
ethereum,2020-02-20,21486
ethereum,2020-02-21,31655
ethereum,2020-02-22,39432
ethereum,2020-02-23,22960
ethereum,2020-02-24,19624
ethereum,2020-02-25,18055
ethereum,2020-02-26,42730
ethereum,2020-02-27,40245
ethereum,2020-02-28,84088
ethereum,2020-02-29,31853
ethereum,2020-03-01,54274
ethereum,2020-03-02,35828
ethereum,2020-03-03,68690
ethereum,2020-03-04,35884
ethereum,2020-03-05,23793
ethereum,2020-03-06,48381
ethereum,2020-03-07,24246
ethereum,2020-03-08,36935
ethereum,2020-03-09,33804
ethereum,2020-03-10,40434
ethereum,2020-03-11,45258
ethereum,2020-03-12,8911
ethereum,2020-03-13,34884
ethereum,2020-03-14,162430
ethereum,2020-03-15,162281
ethereum,2020-03-16,100875
ethereum,2020-03-17,110312
ethereum,2020-03-18,85428
ethereum,2020-03-19,31607
ethereum,2020-03-20,88653
ethereum,2020-03-21,108228
ethereum,2020-03-22,42042
ethereum,2020-03-23,63374
ethereum,2020-03-24,41351
ethereum,2020-03-25,53115
ethereum,2020-03-26,80604
ethereum,2020-03-27,54962
ethereum,2020-03-28,89561
ethereum,2020-03-29,57334
ethereum,2020-03-30,34888
ethereum,2020-03-31,56242
ethereum,2020-04-01,45732
ethereum,2020-04-02,26101
ethereum,2020-04-03,27125
ethereum,2020-04-04,61781
ethereum,2020-04-05,54088
ethereum,2020-04-06,29330
ethereum,2020-04-07,32034
ethereum,2020-04-08,30339
ethereum,2020-04-09,64562
ethereum,2020-04-10,51318
ethereum,2020-04-11,102441
ethereum,2020-04-12,59328
ethereum,2020-04-13,44887
ethereum,2020-04-14,16414
ethereum,2020-04-15,25852
ethereum,2020-04-16,23124
ethereum,2020-04-17,32076
ethereum,2020-04-18,36536
ethereum,2020-04-19,32240
ethereum,2020-04-20,15871
ethereum,2020-04-21,15798
ethereum,2020-04-22,19530
ethereum,2020-04-23,20946
ethereum,2020-04-24,16564
ethereum,2020-04-25,37497
ethereum,2020-04-26,27978
ethereum,2020-04-27,19412
ethereum,2020-04-28,25036
ethereum,2020-04-29,12544
ethereum,2020-04-30,11019
ethereum,2020-05-01,15542
ethereum,2020-05-02,39275
ethereum,2020-05-03,24216
ethereum,2020-05-04,14687
ethereum,2020-05-05,19358
ethereum,2020-05-06,15811
ethereum,2020-05-07,13468
ethereum,2020-05-08,13324
ethereum,2020-05-09,13886
ethereum,2020-05-10,14638
ethereum,2020-05-11,21562
ethereum,2020-05-12,17845
ethereum,2020-05-13,15835
ethereum,2020-05-14,14931
ethereum,2020-05-15,13793
ethereum,2020-05-16,22261
ethereum,2020-05-17,18275
ethereum,2020-05-18,15988
ethereum,2020-05-19,15405
ethereum,2020-05-20,14442
ethereum,2020-05-21,11443
ethereum,2020-05-22,14750
ethereum,2020-05-23,27033
ethereum,2020-05-24,18288
ethereum,2020-05-25,21516
ethereum,2020-05-26,19243
ethereum,2020-05-27,12158
ethereum,2020-05-28,15536
ethereum,2020-05-29,13880
ethereum,2020-05-30,18913
ethereum,2020-05-31,31177
ethereum,2020-06-01,14243
ethereum,2020-06-02,16216
ethereum,2020-06-03,23663
ethereum,2020-06-04,44861
ethereum,2020-06-05,147480
ethereum,2020-06-06,66087
ethereum,2020-06-07,24893
ethereum,2020-06-08,18698
ethereum,2020-06-09,19998
ethereum,2020-06-10,20793
ethereum,2020-06-11,18373
ethereum,2020-06-12,21476
ethereum,2020-06-13,42733
ethereum,2020-06-14,32728
ethereum,2020-06-15,21778
ethereum,2020-06-16,15599
ethereum,2020-06-17,10980
ethereum,2020-06-18,13181
ethereum,2020-06-19,27252
ethereum,2020-06-20,61740
ethereum,2020-06-21,49134
ethereum,2020-06-22,13060
ethereum,2020-06-23,10387
ethereum,2020-06-24,22040
ethereum,2020-06-25,47946
ethereum,2020-06-26,55359
ethereum,2020-06-27,40654
ethereum,2020-06-28,65172
ethereum,2020-06-29,36151
ethereum,2020-06-30,21277
ethereum,2020-07-01,27648
ethereum,2020-07-02,65793
ethereum,2020-07-03,47493
ethereum,2020-07-04,82414
ethereum,2020-07-05,156903
ethereum,2020-07-06,66876
ethereum,2020-07-07,70877
ethereum,2020-07-08,32614
ethereum,2020-07-09,34107
ethereum,2020-07-10,79377
ethereum,2020-07-11,111995
ethereum,2020-07-12,126459
ethereum,2020-07-13,31428
ethereum,2020-07-14,32039
ethereum,2020-07-15,12480
ethereum,2020-07-16,6077
ethereum,2020-07-17,6254
ethereum,2020-07-18,8942
ethereum,2020-07-19,8601
ethereum,2020-07-20,5638
ethereum,2020-07-21,14283
ethereum,2020-07-22,7375
ethereum,2020-07-23,15067
ethereum,2020-07-24,7962
ethereum,2020-07-25,17886
ethereum,2020-07-26,35401
ethereum,2020-07-27,7810
ethereum,2020-07-28,29194
ethereum,2020-07-29,16026
ethereum,2020-07-30,18759
ethereum,2020-07-31,33253
ethereum,2020-08-01,64116
ethereum,2020-08-02,98660
ethereum,2020-08-03,55380
ethereum,2020-08-04,75620
ethereum,2020-08-05,66197
ethereum,2020-08-06,34524
ethereum,2020-08-07,26972
ethereum,2020-08-08,30594
ethereum,2020-08-09,31141
ethereum,2020-08-10,13053
ethereum,2020-08-11,12735
ethereum,2020-08-12,34965
ethereum,2020-08-13,70629
ethereum,2020-08-14,55056
ethereum,2020-08-15,129391
ethereum,2020-08-16,116269
ethereum,2020-08-17,92884
ethereum,2020-08-18,40322
ethereum,2020-08-19,33696
ethereum,2020-08-20,33128
ethereum,2020-08-21,13454
ethereum,2020-08-22,102090
ethereum,2020-08-23,151034
ethereum,2020-08-24,52703
ethereum,2020-08-25,81669
ethereum,2020-08-26,80477
ethereum,2020-08-27,76484
ethereum,2020-08-28,68015
ethereum,2020-08-29,60675
ethereum,2020-08-30,26481
ethereum,2020-08-31,10876
ethereum,2020-09-01,5755
ethereum,2020-09-02,3489
ethereum,2020-09-03,4395
ethereum,2020-09-04,37334
ethereum,2020-09-05,14735
ethereum,2020-09-06,117285
ethereum,2020-09-07,89518
ethereum,2020-09-08,111060
ethereum,2020-09-09,52961
ethereum,2020-09-10,4929
ethereum,2020-09-11,10072
ethereum,2020-09-12,62230
ethereum,2020-09-13,69062
ethereum,2020-09-14,5682
ethereum,2020-09-15,16665
ethereum,2020-09-16,34770
ethereum,2020-09-17,5885
ethereum,2020-09-18,3709
ethereum,2020-09-19,22165
ethereum,2020-09-20,30910
ethereum,2020-09-21,46176
ethereum,2020-09-22,27162
ethereum,2020-09-23,43104
ethereum,2020-09-24,63587
ethereum,2020-09-25,71285
ethereum,2020-09-26,112744
ethereum,2020-09-27,77751
ethereum,2020-09-28,28941
ethereum,2020-09-29,15942
ethereum,2020-09-30,15462
ethereum,2020-10-01,52870
ethereum,2020-10-02,75116
ethereum,2020-10-03,116421
ethereum,2020-10-04,67872
ethereum,2020-10-05,42881
ethereum,2020-10-06,30151
ethereum,2020-10-07,38674
ethereum,2020-10-08,47028
ethereum,2020-10-09,53249
ethereum,2020-10-10,80909
ethereum,2020-10-11,156834
ethereum,2020-10-12,76086
ethereum,2020-10-13,71923
ethereum,2020-10-14,74259
ethereum,2020-10-15,47454
ethereum,2020-10-16,99376
ethereum,2020-10-17,200623
ethereum,2020-10-18,228167
ethereum,2020-10-19,62892
ethereum,2020-10-20,39298
ethereum,2020-10-21,14597
ethereum,2020-10-22,22168
ethereum,2020-10-23,56978
ethereum,2020-10-24,188091
ethereum,2020-10-25,177554
ethereum,2020-10-26,52640
ethereum,2020-10-27,52958
ethereum,2020-10-28,29794
ethereum,2020-10-29,21767
ethereum,2020-10-30,50348
ethereum,2020-10-31,82896
ethereum,2020-11-01,80504
ethereum,2020-11-02,24990
ethereum,2020-11-03,62166
ethereum,2020-11-04,123070
ethereum,2020-11-05,31476
ethereum,2020-11-06,29145
ethereum,2020-11-07,47500
ethereum,2020-11-08,186230
ethereum,2020-11-09,79717
ethereum,2020-11-10,33976
ethereum,2020-11-11,174376
ethereum,2020-11-12,136613
ethereum,2020-11-13,20874
ethereum,2020-11-14,116506
ethereum,2020-11-15,84217
ethereum,2020-11-16,35136
ethereum,2020-11-17,7021
ethereum,2020-11-18,9560
ethereum,2020-11-19,8813
ethereum,2020-11-20,8023
ethereum,2020-11-21,6457
ethereum,2020-11-22,6534
ethereum,2020-11-23,11468
ethereum,2020-11-24,13263
ethereum,2020-11-25,12568
ethereum,2020-11-26,25635
ethereum,2020-11-27,80012
ethereum,2020-11-28,251138
ethereum,2020-11-29,267857
ethereum,2020-11-30,17083
ethereum,2020-12-01,12240
ethereum,2020-12-02,14761
ethereum,2020-12-03,31246
ethereum,2020-12-04,16240
ethereum,2020-12-05,83408
ethereum,2020-12-06,87053
ethereum,2020-12-07,49581
ethereum,2020-12-08,12269
ethereum,2020-12-09,17154
ethereum,2020-12-10,15015
ethereum,2020-12-11,13070
ethereum,2020-12-12,45322
ethereum,2020-12-13,69961
ethereum,2020-12-14,11310
ethereum,2020-12-15,9709
ethereum,2020-12-16,9603
ethereum,2020-12-17,10850
ethereum,2020-12-18,13740
ethereum,2020-12-19,14249
ethereum,2020-12-20,38135
ethereum,2020-12-21,12668
ethereum,2020-12-22,14229
ethereum,2020-12-23,7919
ethereum,2020-12-24,38964
ethereum,2020-12-25,12235
ethereum,2020-12-26,12108
ethereum,2020-12-27,13847
ethereum,2020-12-28,11934
ethereum,2020-12-29,9595
ethereum,2020-12-30,15637
ethereum,2020-12-31,15322
ethereum,2021-01-01,24423
ethereum,2021-01-02,30171
ethereum,2021-01-03,9725
ethereum,2021-01-04,12829
ethereum,2021-01-05,11832
ethereum,2021-01-06,13780
ethereum,2021-01-07,11443
ethereum,2021-01-08,17891
ethereum,2021-01-09,20715
ethereum,2021-01-10,30135
ethereum,2021-01-11,10604
ethereum,2021-01-12,31436
ethereum,2021-01-13,34118
ethereum,2021-01-14,21097
ethereum,2021-01-15,16907
ethereum,2021-01-16,21965
ethereum,2021-01-17,41083
ethereum,2021-01-18,22390
ethereum,2021-01-19,11061
ethereum,2021-01-20,20580
ethereum,2021-01-21,11251
ethereum,2021-01-22,12752
ethereum,2021-01-23,17582
ethereum,2021-01-24,14155
ethereum,2021-01-25,11227
ethereum,2021-01-26,28338
ethereum,2021-01-27,13882
