chain,block_date,create_trace_count
ethereum,2021-01-28,25832
ethereum,2021-01-29,23074
ethereum,2021-01-30,47096
ethereum,2021-01-31,32374
ethereum,2021-02-01,17901
ethereum,2021-02-02,14620
ethereum,2021-02-03,21207
ethereum,2021-02-04,19711
ethereum,2021-02-05,28817
ethereum,2021-02-06,82279
ethereum,2021-02-07,69272
ethereum,2021-02-08,48457
ethereum,2021-02-09,18889
ethereum,2021-02-10,22289
ethereum,2021-02-11,34882
ethereum,2021-02-12,24958
ethereum,2021-02-13,22130
ethereum,2021-02-14,42636
ethereum,2021-02-15,34980
ethereum,2021-02-16,24270
ethereum,2021-02-17,21581
ethereum,2021-02-18,17911
ethereum,2021-02-19,18172
ethereum,2021-02-20,19226
ethereum,2021-02-21,41257
ethereum,2021-02-22,18275
ethereum,2021-02-23,11617
ethereum,2021-02-24,39300
ethereum,2021-02-25,54338
ethereum,2021-02-26,38515
ethereum,2021-02-27,26075
ethereum,2021-02-28,30788
ethereum,2021-03-01,32435
ethereum,2021-03-02,30328
ethereum,2021-03-03,19431
ethereum,2021-03-04,17166
ethereum,2021-03-05,18027
ethereum,2021-03-06,31353
ethereum,2021-03-07,16216
ethereum,2021-03-08,12409
ethereum,2021-03-09,12669
ethereum,2021-03-10,15302
ethereum,2021-03-11,16760
ethereum,2021-03-12,16865
ethereum,2021-03-13,18132
ethereum,2021-03-14,18718
ethereum,2021-03-15,17706
ethereum,2021-03-16,19472
ethereum,2021-03-17,19141
ethereum,2021-03-18,23584
ethereum,2021-03-19,23659
ethereum,2021-03-20,25387
ethereum,2021-03-21,49319
ethereum,2021-03-22,18585
ethereum,2021-03-23,20789
ethereum,2021-03-24,17550
ethereum,2021-03-25,29338
ethereum,2021-03-26,23255
ethereum,2021-03-27,45711
ethereum,2021-03-28,49006
ethereum,2021-03-29,26821
ethereum,2021-03-30,16048
ethereum,2021-03-31,16618
ethereum,2021-04-01,17003
ethereum,2021-04-02,19447
ethereum,2021-04-03,17893
ethereum,2021-04-04,55969
ethereum,2021-04-05,44609
ethereum,2021-04-06,19725
ethereum,2021-04-07,33261
ethereum,2021-04-08,53706
ethereum,2021-04-09,44146
ethereum,2021-04-10,78244
ethereum,2021-04-11,82371
ethereum,2021-04-12,47128
ethereum,2021-04-13,33792
ethereum,2021-04-14,23830
ethereum,2021-04-15,54598
ethereum,2021-04-16,19988
ethereum,2021-04-17,23408
ethereum,2021-04-18,22538
ethereum,2021-04-19,23727
ethereum,2021-04-20,20719
ethereum,2021-04-21,30380
ethereum,2021-04-22,28672
ethereum,2021-04-23,55181
ethereum,2021-04-24,203936
ethereum,2021-04-25,196745
ethereum,2021-04-26,50562
ethereum,2021-04-27,63558
ethereum,2021-04-28,40969
ethereum,2021-04-29,35235
ethereum,2021-04-30,55873
ethereum,2021-05-01,92812
ethereum,2021-05-02,98903
ethereum,2021-05-03,41227
ethereum,2021-05-04,25538
ethereum,2021-05-05,30852
ethereum,2021-05-06,27359
ethereum,2021-05-07,28220
ethereum,2021-05-08,23154
ethereum,2021-05-09,25407
ethereum,2021-05-10,19878
ethereum,2021-05-11,24847
ethereum,2021-05-12,21170
ethereum,2021-05-13,30203
ethereum,2021-05-14,24712
ethereum,2021-05-15,30212
ethereum,2021-05-16,35165
ethereum,2021-05-17,24235
ethereum,2021-05-18,24600
ethereum,2021-05-19,19749
ethereum,2021-05-20,27811
ethereum,2021-05-21,33100
ethereum,2021-05-22,75790
ethereum,2021-05-23,119809
ethereum,2021-05-24,95297
ethereum,2021-05-25,63209
ethereum,2021-05-26,75213
ethereum,2021-05-27,95679
ethereum,2021-05-28,63618
ethereum,2021-05-29,170393
ethereum,2021-05-30,109314
ethereum,2021-05-31,109450
ethereum,2021-06-01,75515
ethereum,2021-06-02,52423
ethereum,2021-06-03,44258
ethereum,2021-06-04,92123
ethereum,2021-06-05,239912
ethereum,2021-06-06,237005
ethereum,2021-06-07,78806
ethereum,2021-06-08,60488
ethereum,2021-06-09,82501
ethereum,2021-06-10,117975
ethereum,2021-06-11,87500
ethereum,2021-06-12,176462
ethereum,2021-06-13,116838
ethereum,2021-06-14,66983
ethereum,2021-06-15,66258
ethereum,2021-06-16,39307
ethereum,2021-06-17,50305
ethereum,2021-06-18,54221
ethereum,2021-06-19,104283
ethereum,2021-06-20,150338
ethereum,2021-06-21,45873
ethereum,2021-06-22,29056
ethereum,2021-06-23,49338
ethereum,2021-06-24,74667
ethereum,2021-06-25,54033
ethereum,2021-06-26,136745
ethereum,2021-06-27,162499
ethereum,2021-06-28,48142
ethereum,2021-06-29,26381
ethereum,2021-06-30,28739
ethereum,2021-07-01,23499
ethereum,2021-07-02,77421
ethereum,2021-07-03,143176
ethereum,2021-07-04,135445
ethereum,2021-07-05,62401
ethereum,2021-07-06,12758
ethereum,2021-07-07,10297
ethereum,2021-07-08,11400
ethereum,2021-07-09,16723
ethereum,2021-07-10,32778
ethereum,2021-07-11,82479
ethereum,2021-07-12,21903
ethereum,2021-07-13,12896
ethereum,2021-07-14,16230
ethereum,2021-07-15,11326
ethereum,2021-07-16,14719
ethereum,2021-07-17,18941
ethereum,2021-07-18,29575
ethereum,2021-07-19,35809
ethereum,2021-07-20,20934
ethereum,2021-07-21,27108
ethereum,2021-07-22,17107
ethereum,2021-07-23,18939
ethereum,2021-07-24,29967
ethereum,2021-07-25,21942
ethereum,2021-07-26,9223
ethereum,2021-07-27,20899
ethereum,2021-07-28,11110
ethereum,2021-07-29,15911
ethereum,2021-07-30,15673
ethereum,2021-07-31,24576
ethereum,2021-08-01,19302
ethereum,2021-08-02,20800
ethereum,2021-08-03,14061
ethereum,2021-08-04,14351
ethereum,2021-08-05,8283
ethereum,2021-08-06,7880
ethereum,2021-08-07,7721
ethereum,2021-08-08,8682
ethereum,2021-08-09,9284
ethereum,2021-08-10,9377
ethereum,2021-08-11,8241
ethereum,2021-08-12,8233
ethereum,2021-08-13,8424
ethereum,2021-08-14,8732
ethereum,2021-08-15,9078
ethereum,2021-08-16,8913
ethereum,2021-08-17,8162
ethereum,2021-08-18,8276
ethereum,2021-08-19,9069
ethereum,2021-08-20,9900
ethereum,2021-08-21,10544
ethereum,2021-08-22,9663
ethereum,2021-08-23,9216
ethereum,2021-08-24,10224
ethereum,2021-08-25,10849
ethereum,2021-08-26,10721
ethereum,2021-08-27,11210
ethereum,2021-08-28,12188
ethereum,2021-08-29,11451
ethereum,2021-08-30,11463
ethereum,2021-08-31,10017
ethereum,2021-09-01,11009
ethereum,2021-09-02,11210
ethereum,2021-09-03,9538
ethereum,2021-09-04,10063
ethereum,2021-09-05,10311
ethereum,2021-09-06,10441
ethereum,2021-09-07,9739
ethereum,2021-09-08,11151
ethereum,2021-09-09,13594
ethereum,2021-09-10,15379
ethereum,2021-09-11,13056
ethereum,2021-09-12,15314
ethereum,2021-09-13,14324
ethereum,2021-09-14,16810
ethereum,2021-09-15,13525
ethereum,2021-09-16,10930
ethereum,2021-09-17,8585
ethereum,2021-09-18,12701
ethereum,2021-09-19,16731
ethereum,2021-09-20,8224
ethereum,2021-09-21,10090
ethereum,2021-09-22,10582
ethereum,2021-09-23,10143
ethereum,2021-09-24,9743
ethereum,2021-09-25,13788
ethereum,2021-09-26,7713
ethereum,2021-09-27,13180
ethereum,2021-09-28,9438
ethereum,2021-09-29,9209
ethereum,2021-09-30,8052
ethereum,2021-10-01,7596
ethereum,2021-10-02,11673
ethereum,2021-10-03,10966
ethereum,2021-10-04,7569
ethereum,2021-10-05,7594
ethereum,2021-10-06,6887
ethereum,2021-10-07,8780
ethereum,2021-10-08,9556
ethereum,2021-10-09,10451
ethereum,2021-10-10,9839
ethereum,2021-10-11,7375
ethereum,2021-10-12,9289
ethereum,2021-10-13,9571
ethereum,2021-10-14,9565
ethereum,2021-10-15,8484
ethereum,2021-10-16,14267
ethereum,2021-10-17,9580
ethereum,2021-10-18,9873
ethereum,2021-10-19,9838
ethereum,2021-10-20,9606
ethereum,2021-10-21,8728
ethereum,2021-10-22,9681
ethereum,2021-10-23,9681
ethereum,2021-10-24,8728
ethereum,2021-10-25,7660
ethereum,2021-10-26,7045
ethereum,2021-10-27,5616
ethereum,2021-10-28,6520
ethereum,2021-10-29,9037
ethereum,2021-10-30,7199
ethereum,2021-10-31,14412
ethereum,2021-11-01,8244
ethereum,2021-11-02,8959
ethereum,2021-11-03,10528
ethereum,2021-11-04,14760
ethereum,2021-11-05,21988
ethereum,2021-11-06,14190
ethereum,2021-11-07,10575
ethereum,2021-11-08,10168
ethereum,2021-11-09,9035
ethereum,2021-11-10,9060
ethereum,2021-11-11,9196
ethereum,2021-11-12,8637
ethereum,2021-11-13,9142
ethereum,2021-11-14,10132
ethereum,2021-11-15,15833
ethereum,2021-11-16,10773
ethereum,2021-11-17,13619
ethereum,2021-11-18,8850
ethereum,2021-11-19,9573
ethereum,2021-11-20,18320
ethereum,2021-11-21,8769
ethereum,2021-11-22,10677
ethereum,2021-11-23,12932
ethereum,2021-11-24,10757
ethereum,2021-11-25,11276
ethereum,2021-11-26,12546
ethereum,2021-11-27,10087
ethereum,2021-11-28,9305
ethereum,2021-11-29,14357
ethereum,2021-11-30,13024
ethereum,2021-12-01,13986
ethereum,2021-12-02,14580
ethereum,2021-12-03,12364
ethereum,2021-12-04,12289
ethereum,2021-12-05,24132
ethereum,2021-12-06,18143
ethereum,2021-12-07,18279
ethereum,2021-12-08,17555
ethereum,2021-12-09,13273
ethereum,2021-12-10,17287
ethereum,2021-12-11,15403
ethereum,2021-12-12,14137
ethereum,2021-12-13,12920
ethereum,2021-12-14,13144
ethereum,2021-12-15,13116
ethereum,2021-12-16,17645
ethereum,2021-12-17,13150
ethereum,2021-12-18,16313
ethereum,2021-12-19,15015
ethereum,2021-12-20,14848
ethereum,2021-12-21,15804
ethereum,2021-12-22,14306
ethereum,2021-12-23,12254
ethereum,2021-12-24,12374
ethereum,2021-12-25,9000
ethereum,2021-12-26,15136
ethereum,2021-12-27,11656
ethereum,2021-12-28,11507
ethereum,2021-12-29,10171
ethereum,2021-12-30,13222
ethereum,2021-12-31,12426
ethereum,2022-01-01,12164
ethereum,2022-01-02,12643
ethereum,2022-01-03,13979
ethereum,2022-01-04,16051
ethereum,2022-01-05,16935
ethereum,2022-01-06,10299
ethereum,2022-01-07,13332
ethereum,2022-01-08,14351
ethereum,2022-01-09,11640
ethereum,2022-01-10,9549
ethereum,2022-01-11,12242
ethereum,2022-01-12,14770
ethereum,2022-01-13,13187
ethereum,2022-01-14,12696
ethereum,2022-01-15,14439
ethereum,2022-01-16,14182
ethereum,2022-01-17,13579
ethereum,2022-01-18,15713
ethereum,2022-01-19,17135
ethereum,2022-01-20,14275
ethereum,2022-01-21,10978
ethereum,2022-01-22,11988
ethereum,2022-01-23,14959
ethereum,2022-01-24,14643
ethereum,2022-01-25,16906
ethereum,2022-01-26,16309
ethereum,2022-01-27,15501
ethereum,2022-01-28,14864
ethereum,2022-01-29,16433
ethereum,2022-01-30,16327
ethereum,2022-01-31,16266
ethereum,2022-02-01,13335
ethereum,2022-02-02,14337
ethereum,2022-02-03,17166
ethereum,2022-02-04,16082
ethereum,2022-02-05,19107
ethereum,2022-02-06,24841
ethereum,2022-02-07,36805
ethereum,2022-02-08,21578
ethereum,2022-02-09,21610
ethereum,2022-02-10,23191
ethereum,2022-02-11,20365
ethereum,2022-02-12,17599
ethereum,2022-02-13,21767
ethereum,2022-02-14,28703
ethereum,2022-02-15,19702
ethereum,2022-02-16,14688
ethereum,2022-02-17,16258
ethereum,2022-02-18,12319
ethereum,2022-02-19,14368
ethereum,2022-02-20,13105
ethereum,2022-02-21,12205
ethereum,2022-02-22,12856
ethereum,2022-02-23,14322
ethereum,2022-02-24,12209
ethereum,2022-02-25,21604
ethereum,2022-02-26,18403
ethereum,2022-02-27,16883
ethereum,2022-02-28,10419
ethereum,2022-03-01,10881
ethereum,2022-03-02,17383
ethereum,2022-03-03,14807
ethereum,2022-03-04,16504
ethereum,2022-03-05,18098
ethereum,2022-03-06,19636
ethereum,2022-03-07,19125
ethereum,2022-03-08,21584
ethereum,2022-03-09,17267
ethereum,2022-03-10,20610
ethereum,2022-03-11,16294
ethereum,2022-03-12,19652
ethereum,2022-03-13,14832
ethereum,2022-03-14,15026
ethereum,2022-03-15,14006
ethereum,2022-03-16,13305
ethereum,2022-03-17,11925
ethereum,2022-03-18,8854
ethereum,2022-03-19,12364
ethereum,2022-03-20,13549
ethereum,2022-03-21,10658
ethereum,2022-03-22,10755
ethereum,2022-03-23,14090
ethereum,2022-03-24,9985
ethereum,2022-03-25,9167
ethereum,2022-03-26,11545
ethereum,2022-03-27,12518
ethereum,2022-03-28,9442
ethereum,2022-03-29,9002
ethereum,2022-03-30,8921
ethereum,2022-03-31,9775
ethereum,2022-04-01,8658
ethereum,2022-04-02,8644
ethereum,2022-04-03,10192
ethereum,2022-04-04,8348
ethereum,2022-04-05,8583
ethereum,2022-04-06,10732
ethereum,2022-04-07,9714
ethereum,2022-04-08,10229
ethereum,2022-04-09,14663
ethereum,2022-04-10,12617
ethereum,2022-04-11,10334
ethereum,2022-04-12,9481
ethereum,2022-04-13,9298
ethereum,2022-04-14,11150
ethereum,2022-04-15,12362
ethereum,2022-04-16,15823
ethereum,2022-04-17,14498
ethereum,2022-04-18,10121
ethereum,2022-04-19,9323
ethereum,2022-04-20,7838
ethereum,2022-04-21,8313
ethereum,2022-04-22,11606
ethereum,2022-04-23,11820
ethereum,2022-04-24,12110
ethereum,2022-04-25,8062
ethereum,2022-04-26,9947
ethereum,2022-04-27,10009
ethereum,2022-04-28,10028
ethereum,2022-04-29,9162
ethereum,2022-04-30,9796
ethereum,2022-05-01,9382
ethereum,2022-05-02,8097
ethereum,2022-05-03,9973
ethereum,2022-05-04,11878
ethereum,2022-05-05,12009
ethereum,2022-05-06,13662
ethereum,2022-05-07,14723
ethereum,2022-05-08,15107
ethereum,2022-05-09,8247
ethereum,2022-05-10,7355
ethereum,2022-05-11,7294
ethereum,2022-05-12,7792
ethereum,2022-05-13,12652
ethereum,2022-05-14,14145
ethereum,2022-05-15,16265
ethereum,2022-05-16,13379
ethereum,2022-05-17,9654
ethereum,2022-05-18,11539
ethereum,2022-05-19,11523
ethereum,2022-05-20,10339
ethereum,2022-05-21,13629
ethereum,2022-05-22,11959
ethereum,2022-05-23,10085
ethereum,2022-05-24,11099
ethereum,2022-05-25,9119
ethereum,2022-05-26,6986
ethereum,2022-05-27,7424
ethereum,2022-05-28,16982
ethereum,2022-05-29,15273
ethereum,2022-05-30,7164
ethereum,2022-05-31,6918
ethereum,2022-06-01,6526
ethereum,2022-06-02,7054
ethereum,2022-06-03,6996
ethereum,2022-06-04,6990
ethereum,2022-06-05,7466
ethereum,2022-06-06,7138
ethereum,2022-06-07,7361
ethereum,2022-06-08,6163
ethereum,2022-06-09,6796
ethereum,2022-06-10,6165
ethereum,2022-06-11,8895
ethereum,2022-06-12,12841
ethereum,2022-06-13,5815
ethereum,2022-06-14,6834
ethereum,2022-06-15,5213
ethereum,2022-06-16,7066
ethereum,2022-06-17,6775
ethereum,2022-06-18,8259
ethereum,2022-06-19,7216
ethereum,2022-06-20,8259
ethereum,2022-06-21,6189
ethereum,2022-06-22,5387
ethereum,2022-06-23,5406
ethereum,2022-06-24,5105
ethereum,2022-06-25,5435
ethereum,2022-06-26,5223
ethereum,2022-06-27,6525
ethereum,2022-06-28,4074
ethereum,2022-06-29,4426
ethereum,2022-06-30,5704
ethereum,2022-07-01,11886
ethereum,2022-07-02,17204
ethereum,2022-07-03,12750
ethereum,2022-07-04,6392
ethereum,2022-07-05,5554
ethereum,2022-07-06,6313
ethereum,2022-07-07,7786
ethereum,2022-07-08,8776
ethereum,2022-07-09,13002
ethereum,2022-07-10,11113
ethereum,2022-07-11,5707
ethereum,2022-07-12,5602
ethereum,2022-07-13,6878
ethereum,2022-07-14,8140
ethereum,2022-07-15,6472
ethereum,2022-07-16,9319
ethereum,2022-07-17,7767
ethereum,2022-07-18,5334
ethereum,2022-07-19,6707
ethereum,2022-07-20,5556
ethereum,2022-07-21,6945
ethereum,2022-07-22,11579
ethereum,2022-07-23,12423
ethereum,2022-07-24,12045
ethereum,2022-07-25,8022
ethereum,2022-07-26,5428
ethereum,2022-07-27,6873
ethereum,2022-07-28,6391
ethereum,2022-07-29,6096
ethereum,2022-07-30,13743
ethereum,2022-07-31,9986
ethereum,2022-08-01,7466
ethereum,2022-08-02,6188
ethereum,2022-08-03,9419
ethereum,2022-08-04,6346
ethereum,2022-08-05,5763
ethereum,2022-08-06,11920
ethereum,2022-08-07,10975
ethereum,2022-08-08,6108
ethereum,2022-08-09,5443
ethereum,2022-08-10,5209
ethereum,2022-08-11,6758
ethereum,2022-08-12,6343
ethereum,2022-08-13,8748
ethereum,2022-08-14,9913
ethereum,2022-08-15,8890
ethereum,2022-08-16,9198
ethereum,2022-08-17,9110
ethereum,2022-08-18,8045
ethereum,2022-08-19,5530
ethereum,2022-08-20,9638
ethereum,2022-08-21,17642
ethereum,2022-08-22,8224
ethereum,2022-08-23,5968
ethereum,2022-08-24,7799
ethereum,2022-08-25,7906
ethereum,2022-08-26,6670
ethereum,2022-08-27,9663
ethereum,2022-08-28,9963
ethereum,2022-08-29,6909
ethereum,2022-08-30,5762
ethereum,2022-08-31,5178
ethereum,2022-09-01,5023
ethereum,2022-09-02,6419
ethereum,2022-09-03,6211
ethereum,2022-09-04,9516
ethereum,2022-09-05,7251
ethereum,2022-09-06,5083
ethereum,2022-09-07,5122
ethereum,2022-09-08,5147
ethereum,2022-09-09,5352
ethereum,2022-09-10,5634
ethereum,2022-09-11,7028
ethereum,2022-09-12,5433
ethereum,2022-09-13,5888
ethereum,2022-09-14,6059
ethereum,2022-09-15,5306
ethereum,2022-09-16,8476
ethereum,2022-09-17,10769
ethereum,2022-09-18,10658
ethereum,2022-09-19,9723
ethereum,2022-09-20,7643
ethereum,2022-09-21,7292
ethereum,2022-09-22,7035
ethereum,2022-09-23,6011
ethereum,2022-09-24,8329
ethereum,2022-09-25,6432
ethereum,2022-09-26,6093
ethereum,2022-09-27,6149
ethereum,2022-09-28,7855
ethereum,2022-09-29,6691
ethereum,2022-09-30,6675
ethereum,2022-10-01,7847
ethereum,2022-10-02,10334
ethereum,2022-10-03,4946
ethereum,2022-10-04,5922
ethereum,2022-10-05,7843
ethereum,2022-10-06,7249
ethereum,2022-10-07,7776
ethereum,2022-10-08,5154
ethereum,2022-10-09,7576
ethereum,2022-10-10,25141
ethereum,2022-10-11,26139
ethereum,2022-10-12,30952
ethereum,2022-10-13,22668
ethereum,2022-10-14,39832
ethereum,2022-10-15,58648
ethereum,2022-10-16,45496
ethereum,2022-10-17,16728
ethereum,2022-10-18,16589
ethereum,2022-10-19,24145
ethereum,2022-10-20,17060
ethereum,2022-10-21,12798
ethereum,2022-10-22,76425
ethereum,2022-10-23,38590
ethereum,2022-10-24,45018
ethereum,2022-10-25,30818
ethereum,2022-10-26,17143
ethereum,2022-10-27,18916
ethereum,2022-10-28,19526
ethereum,2022-10-29,33797
ethereum,2022-10-30,50902
ethereum,2022-10-31,20296
ethereum,2022-11-01,19664
ethereum,2022-11-02,57889
ethereum,2022-11-03,51506
ethereum,2022-11-04,53659
ethereum,2022-11-05,85303
ethereum,2022-11-06,71448
ethereum,2022-11-07,30363
ethereum,2022-11-08,20244
ethereum,2022-11-09,10007
ethereum,2022-11-10,12752
ethereum,2022-11-11,32572
ethereum,2022-11-12,62910
ethereum,2022-11-13,55831
ethereum,2022-11-14,18596
ethereum,2022-11-15,36668
ethereum,2022-11-16,55538
ethereum,2022-11-17,52608
ethereum,2022-11-18,81065
ethereum,2022-11-19,108943
ethereum,2022-11-20,84216
ethereum,2022-11-21,61467
ethereum,2022-11-22,55473
ethereum,2022-11-23,73600
ethereum,2022-11-24,123638
ethereum,2022-11-25,119122
ethereum,2022-11-26,118562
ethereum,2022-11-27,113998
ethereum,2022-11-28,75844
ethereum,2022-11-29,63385
ethereum,2022-11-30,50021
ethereum,2022-12-01,74491
ethereum,2022-12-02,70953
ethereum,2022-12-03,97457
ethereum,2022-12-04,98712
ethereum,2022-12-05,76598
ethereum,2022-12-06,74172
ethereum,2022-12-07,81383
ethereum,2022-12-08,72565
ethereum,2022-12-09,42522
ethereum,2022-12-10,78583
ethereum,2022-12-11,76691
ethereum,2022-12-12,48385
ethereum,2022-12-13,20039
ethereum,2022-12-14,33163
ethereum,2022-12-15,38148
ethereum,2022-12-16,25950
ethereum,2022-12-17,40555
ethereum,2022-12-18,55333
ethereum,2022-12-19,42613
ethereum,2022-12-20,24529
ethereum,2022-12-21,37005
ethereum,2022-12-22,54432
ethereum,2022-12-23,42279
ethereum,2022-12-24,69490
ethereum,2022-12-25,111907
ethereum,2022-12-26,62206
ethereum,2022-12-27,29592
ethereum,2022-12-28,39306
ethereum,2022-12-29,46722
ethereum,2022-12-30,68048
ethereum,2022-12-31,113095
ethereum,2023-01-01,138193
ethereum,2023-01-02,63281
ethereum,2023-01-03,64739
ethereum,2023-01-04,39667
ethereum,2023-01-05,34994
ethereum,2023-01-06,32838
ethereum,2023-01-07,64158
ethereum,2023-01-08,61126
ethereum,2023-01-09,19098
ethereum,2023-01-10,18765
ethereum,2023-01-11,14905
ethereum,2023-01-12,17257
ethereum,2023-01-13,18765
ethereum,2023-01-14,9040
ethereum,2023-01-15,44871
ethereum,2023-01-16,19798
ethereum,2023-01-17,18822
ethereum,2023-01-18,15810
ethereum,2023-01-19,28485
ethereum,2023-01-20,36273
ethereum,2023-01-21,43316
ethereum,2023-01-22,70931
ethereum,2023-01-23,55426
ethereum,2023-01-24,44466
ethereum,2023-01-25,43514
ethereum,2023-01-26,34299
ethereum,2023-01-27,32641
ethereum,2023-01-28,56579
ethereum,2023-01-29,47935
ethereum,2023-01-30,28642
ethereum,2023-01-31,23060
ethereum,2023-02-01,18618
ethereum,2023-02-02,12653
ethereum,2023-02-03,7727
ethereum,2023-02-04,12502
ethereum,2023-02-05,22768
ethereum,2023-02-06,14948
ethereum,2023-02-07,6156
ethereum,2023-02-08,7032
ethereum,2023-02-09,7082
ethereum,2023-02-10,10303
ethereum,2023-02-11,42576
ethereum,2023-02-12,40599
ethereum,2023-02-13,19124
ethereum,2023-02-14,19957
ethereum,2023-02-15,4877
ethereum,2023-02-16,5906
ethereum,2023-02-17,5210
ethereum,2023-02-18,8397
ethereum,2023-02-19,6805
ethereum,2023-02-20,6732
ethereum,2023-02-21,4727
ethereum,2023-02-22,5040
ethereum,2023-02-23,5749
ethereum,2023-02-24,7411
ethereum,2023-02-25,20059
ethereum,2023-02-26,48445
ethereum,2023-02-27,25543
ethereum,2023-02-28,11882
ethereum,2023-03-01,6746
ethereum,2023-03-02,7657
ethereum,2023-03-03,7093
ethereum,2023-03-04,21885
ethereum,2023-03-05,23300
ethereum,2023-03-06,10550
ethereum,2023-03-07,6109
ethereum,2023-03-08,7156
ethereum,2023-03-09,7950
ethereum,2023-03-10,5229
ethereum,2023-03-11,6377
ethereum,2023-03-12,14159
ethereum,2023-03-13,9721
ethereum,2023-03-14,9303
ethereum,2023-03-15,7115
ethereum,2023-03-16,10422
ethereum,2023-03-17,14363
ethereum,2023-03-18,29682
ethereum,2023-03-19,42212
ethereum,2023-03-20,14620
ethereum,2023-03-21,17522
ethereum,2023-03-22,15914
ethereum,2023-03-23,16993
ethereum,2023-03-24,9526
ethereum,2023-03-25,18743
ethereum,2023-03-26,24142
ethereum,2023-03-27,6087
ethereum,2023-03-28,6878
ethereum,2023-03-29,6689
ethereum,2023-03-30,5979
ethereum,2023-03-31,8446
ethereum,2023-04-01,22602
ethereum,2023-04-02,49204
ethereum,2023-04-03,22241
ethereum,2023-04-04,18326
ethereum,2023-04-05,13084
ethereum,2023-04-06,16820
ethereum,2023-04-07,32679
ethereum,2023-04-08,67428
ethereum,2023-04-09,75516
ethereum,2023-04-10,58008
ethereum,2023-04-11,36476
ethereum,2023-04-12,41409
ethereum,2023-04-13,13982
ethereum,2023-04-14,20860
ethereum,2023-04-15,79918
ethereum,2023-04-16,131493
ethereum,2023-04-17,38548
ethereum,2023-04-18,19198
ethereum,2023-04-19,11645
ethereum,2023-04-20,12409
ethereum,2023-04-21,49189
ethereum,2023-04-22,102743
ethereum,2023-04-23,98718
ethereum,2023-04-24,77858
ethereum,2023-04-25,75374
ethereum,2023-04-26,70635
ethereum,2023-04-27,89523
ethereum,2023-04-28,64727
ethereum,2023-04-29,120079
ethereum,2023-04-30,47600
ethereum,2023-05-01,5355
ethereum,2023-05-02,5127
ethereum,2023-05-03,6585
ethereum,2023-05-04,10660
ethereum,2023-05-05,22894
ethereum,2023-05-06,6092
ethereum,2023-05-07,3883
ethereum,2023-05-08,7322
ethereum,2023-05-09,6439
ethereum,2023-05-10,7318
ethereum,2023-05-11,7857
ethereum,2023-05-12,7567
ethereum,2023-05-13,42338
ethereum,2023-05-14,30639
ethereum,2023-05-15,6694
ethereum,2023-05-16,8362
ethereum,2023-05-17,7433
ethereum,2023-05-18,12403
ethereum,2023-05-19,14817
ethereum,2023-05-20,54519
ethereum,2023-05-21,41881
ethereum,2023-05-22,8133
ethereum,2023-05-23,7331
ethereum,2023-05-24,7710
ethereum,2023-05-25,10995
ethereum,2023-05-26,11283
ethereum,2023-05-27,43197
ethereum,2023-05-28,14193
ethereum,2023-05-29,7283
ethereum,2023-05-30,7324
ethereum,2023-05-31,8809
ethereum,2023-06-01,10724
ethereum,2023-06-02,15013
ethereum,2023-06-03,48853
ethereum,2023-06-04,54125
ethereum,2023-06-05,20448
ethereum,2023-06-06,22606
ethereum,2023-06-07,19738
ethereum,2023-06-08,35236
ethereum,2023-06-09,40711
ethereum,2023-06-10,54759
ethereum,2023-06-11,102190
ethereum,2023-06-12,60387
ethereum,2023-06-13,72167
ethereum,2023-06-14,38820
ethereum,2023-06-15,15401
ethereum,2023-06-16,27449
ethereum,2023-06-17,66029
ethereum,2023-06-18,104717
ethereum,2023-06-19,66126
ethereum,2023-06-20,37184
ethereum,2023-06-21,34676
ethereum,2023-06-22,40398
ethereum,2023-06-23,49824
ethereum,2023-06-24,117490
ethereum,2023-06-25,98476
ethereum,2023-06-26,64410
ethereum,2023-06-27,34567
ethereum,2023-06-28,16531
ethereum,2023-06-29,8308
ethereum,2023-06-30,7237
ethereum,2023-07-01,36662
ethereum,2023-07-02,67535
ethereum,2023-07-03,34736
ethereum,2023-07-04,21729
ethereum,2023-07-05,5608
ethereum,2023-07-06,5049
ethereum,2023-07-07,5055
ethereum,2023-07-08,24912
ethereum,2023-07-09,32070
ethereum,2023-07-10,21888
ethereum,2023-07-11,10918
ethereum,2023-07-12,12198
ethereum,2023-07-13,7086
ethereum,2023-07-14,12422
ethereum,2023-07-15,42871
ethereum,2023-07-16,21994
ethereum,2023-07-17,7706
ethereum,2023-07-18,6815
ethereum,2023-07-19,6735
ethereum,2023-07-20,7814
ethereum,2023-07-21,7754
ethereum,2023-07-22,11865
ethereum,2023-07-23,16071
ethereum,2023-07-24,7810
ethereum,2023-07-25,5689
ethereum,2023-07-26,6321
ethereum,2023-07-27,4287
ethereum,2023-07-28,7212
ethereum,2023-07-29,7893
ethereum,2023-07-30,13582
ethereum,2023-07-31,14380
ethereum,2023-08-01,7677
ethereum,2023-08-02,10614
ethereum,2023-08-03,15117
ethereum,2023-08-04,16385
ethereum,2023-08-05,24792
ethereum,2023-08-06,42285
ethereum,2023-08-07,15098
ethereum,2023-08-08,6472
ethereum,2023-08-09,8037
ethereum,2023-08-10,8862
ethereum,2023-08-11,12077
ethereum,2023-08-12,40082
ethereum,2023-08-13,56257
ethereum,2023-08-14,16835
ethereum,2023-08-15,6259
ethereum,2023-08-16,5219
ethereum,2023-08-17,5378
