chain,block_date,active_factory_count
ethereum,2018-08-15,241
ethereum,2018-08-16,205
ethereum,2018-08-17,1869
ethereum,2018-08-18,190
ethereum,2018-08-19,124
ethereum,2018-08-20,145
ethereum,2018-08-21,251
ethereum,2018-08-22,374
ethereum,2018-08-23,145
ethereum,2018-08-24,660
ethereum,2018-08-25,160
ethereum,2018-08-26,441
ethereum,2018-08-27,125
ethereum,2018-08-28,108
ethereum,2018-08-29,223
ethereum,2018-08-30,149
ethereum,2018-08-31,112
ethereum,2018-09-01,89
ethereum,2018-09-02,143
ethereum,2018-09-03,389
ethereum,2018-09-04,827
ethereum,2018-09-05,134
ethereum,2018-09-06,100
ethereum,2018-09-07,317
ethereum,2018-09-08,83
ethereum,2018-09-09,74
ethereum,2018-09-10,128
ethereum,2018-09-11,105
ethereum,2018-09-12,98
ethereum,2018-09-13,243
ethereum,2018-09-14,138
ethereum,2018-09-15,185
ethereum,2018-09-16,99
ethereum,2018-09-17,100
ethereum,2018-09-18,119
ethereum,2018-09-19,152
ethereum,2018-09-20,137
ethereum,2018-09-21,123
ethereum,2018-09-22,119
ethereum,2018-09-23,95
ethereum,2018-09-24,140
ethereum,2018-09-25,121
ethereum,2018-09-26,101
ethereum,2018-09-27,112
ethereum,2018-09-28,106
ethereum,2018-09-29,83
ethereum,2018-09-30,100
ethereum,2018-10-01,114
ethereum,2018-10-02,107
ethereum,2018-10-03,96
ethereum,2018-10-04,111
ethereum,2018-10-05,110
ethereum,2018-10-06,89
ethereum,2018-10-07,124
ethereum,2018-10-08,133
ethereum,2018-10-09,147
ethereum,2018-10-10,182
ethereum,2018-10-11,117
ethereum,2018-10-12,127
ethereum,2018-10-13,104
ethereum,2018-10-14,114
ethereum,2018-10-15,128
ethereum,2018-10-16,119
ethereum,2018-10-17,121
ethereum,2018-10-18,113
ethereum,2018-10-19,139
ethereum,2018-10-20,98
ethereum,2018-10-21,84
ethereum,2018-10-22,119
ethereum,2018-10-23,134
ethereum,2018-10-24,138
ethereum,2018-10-25,127
ethereum,2018-10-26,132
ethereum,2018-10-27,113
ethereum,2018-10-28,115
ethereum,2018-10-29,121
ethereum,2018-10-30,166
ethereum,2018-10-31,170
ethereum,2018-11-01,141
ethereum,2018-11-02,123
ethereum,2018-11-03,94
ethereum,2018-11-04,149
ethereum,2018-11-05,187
ethereum,2018-11-06,121
ethereum,2018-11-07,144
ethereum,2018-11-08,154
ethereum,2018-11-09,166
ethereum,2018-11-10,122
ethereum,2018-11-11,164
ethereum,2018-11-12,132
ethereum,2018-11-13,117
ethereum,2018-11-14,138
ethereum,2018-11-15,141
ethereum,2018-11-16,151
ethereum,2018-11-17,114
ethereum,2018-11-18,118
ethereum,2018-11-19,132
ethereum,2018-11-20,145
ethereum,2018-11-21,128
ethereum,2018-11-22,120
ethereum,2018-11-23,129
ethereum,2018-11-24,83
ethereum,2018-11-25,92
ethereum,2018-11-26,126
ethereum,2018-11-27,137
ethereum,2018-11-28,135
ethereum,2018-11-29,108
ethereum,2018-11-30,121
ethereum,2018-12-01,93
ethereum,2018-12-02,99
ethereum,2018-12-03,129
ethereum,2018-12-04,140
ethereum,2018-12-05,143
ethereum,2018-12-06,130
ethereum,2018-12-07,144
ethereum,2018-12-08,111
ethereum,2018-12-09,105
ethereum,2018-12-10,153
ethereum,2018-12-11,138
ethereum,2018-12-12,145
ethereum,2018-12-13,167
ethereum,2018-12-14,148
ethereum,2018-12-15,104
ethereum,2018-12-16,121
ethereum,2018-12-17,133
ethereum,2018-12-18,142
ethereum,2018-12-19,140
ethereum,2018-12-20,143
ethereum,2018-12-21,131
ethereum,2018-12-22,108
ethereum,2018-12-23,107
ethereum,2018-12-24,110
ethereum,2018-12-25,84
ethereum,2018-12-26,131
ethereum,2018-12-27,137
ethereum,2018-12-28,143
ethereum,2018-12-29,106
ethereum,2018-12-30,95
ethereum,2018-12-31,93
ethereum,2019-01-01,84
ethereum,2019-01-02,118
ethereum,2019-01-03,130
ethereum,2019-01-04,122
ethereum,2019-01-05,102
ethereum,2019-01-06,91
ethereum,2019-01-07,148
ethereum,2019-01-08,142
ethereum,2019-01-09,134
ethereum,2019-01-10,136
ethereum,2019-01-11,118
ethereum,2019-01-12,106
ethereum,2019-01-13,91
ethereum,2019-01-14,117
ethereum,2019-01-15,139
ethereum,2019-01-16,105
ethereum,2019-01-17,106
ethereum,2019-01-18,127
ethereum,2019-01-19,89
ethereum,2019-01-20,89
ethereum,2019-01-21,115
ethereum,2019-01-22,150
ethereum,2019-01-23,127
ethereum,2019-01-24,128
ethereum,2019-01-25,132
ethereum,2019-01-26,105
ethereum,2019-01-27,100
ethereum,2019-01-28,139
ethereum,2019-01-29,135
ethereum,2019-01-30,134
ethereum,2019-01-31,134
ethereum,2019-02-01,128
ethereum,2019-02-02,93
ethereum,2019-02-03,98
ethereum,2019-02-04,118
ethereum,2019-02-05,148
ethereum,2019-02-06,157
ethereum,2019-02-07,137
ethereum,2019-02-08,117
ethereum,2019-02-09,98
ethereum,2019-02-10,93
ethereum,2019-02-11,129
ethereum,2019-02-12,141
ethereum,2019-02-13,147
ethereum,2019-02-14,127
ethereum,2019-02-15,129
ethereum,2019-02-16,84
ethereum,2019-02-17,83
ethereum,2019-02-18,136
ethereum,2019-02-19,148
ethereum,2019-02-20,128
ethereum,2019-02-21,123
ethereum,2019-02-22,104
ethereum,2019-02-23,100
ethereum,2019-02-24,76
ethereum,2019-02-25,108
ethereum,2019-02-26,123
ethereum,2019-02-27,127
ethereum,2019-02-28,131
ethereum,2019-03-01,135
ethereum,2019-03-02,110
ethereum,2019-03-03,97
ethereum,2019-03-04,135
ethereum,2019-03-05,150
ethereum,2019-03-06,141
ethereum,2019-03-07,124
ethereum,2019-03-08,114
ethereum,2019-03-09,105
ethereum,2019-03-10,105
ethereum,2019-03-11,139
ethereum,2019-03-12,137
ethereum,2019-03-13,118
ethereum,2019-03-14,134
ethereum,2019-03-15,131
ethereum,2019-03-16,135
ethereum,2019-03-17,95
ethereum,2019-03-18,136
ethereum,2019-03-19,126
ethereum,2019-03-20,133
ethereum,2019-03-21,137
ethereum,2019-03-22,116
ethereum,2019-03-23,92
ethereum,2019-03-24,92
ethereum,2019-03-25,129
ethereum,2019-03-26,140
ethereum,2019-03-27,134
ethereum,2019-03-28,136
ethereum,2019-03-29,129
ethereum,2019-03-30,111
ethereum,2019-03-31,100
ethereum,2019-04-01,158
ethereum,2019-04-02,147
ethereum,2019-04-03,136
ethereum,2019-04-04,135
ethereum,2019-04-05,135
ethereum,2019-04-06,111
ethereum,2019-04-07,125
ethereum,2019-04-08,127
ethereum,2019-04-09,125
ethereum,2019-04-10,139
ethereum,2019-04-11,140
ethereum,2019-04-12,119
ethereum,2019-04-13,108
ethereum,2019-04-14,104
ethereum,2019-04-15,123
ethereum,2019-04-16,147
ethereum,2019-04-17,135
ethereum,2019-04-18,138
ethereum,2019-04-19,131
ethereum,2019-04-20,108
ethereum,2019-04-21,91
ethereum,2019-04-22,138
ethereum,2019-04-23,127
ethereum,2019-04-24,138
ethereum,2019-04-25,130
ethereum,2019-04-26,147
ethereum,2019-04-27,105
ethereum,2019-04-28,90
ethereum,2019-04-29,171
ethereum,2019-04-30,143
ethereum,2019-05-01,115
ethereum,2019-05-02,127
ethereum,2019-05-03,144
ethereum,2019-05-04,107
ethereum,2019-05-05,111
ethereum,2019-05-06,125
ethereum,2019-05-07,114
ethereum,2019-05-08,145
ethereum,2019-05-09,139
ethereum,2019-05-10,124
ethereum,2019-05-11,108
ethereum,2019-05-12,85
ethereum,2019-05-13,130
ethereum,2019-05-14,135
ethereum,2019-05-15,123
ethereum,2019-05-16,114
ethereum,2019-05-17,107
ethereum,2019-05-18,108
ethereum,2019-05-19,103
ethereum,2019-05-20,112
ethereum,2019-05-21,133
ethereum,2019-05-22,120
ethereum,2019-05-23,150
ethereum,2019-05-24,128
ethereum,2019-05-25,94
ethereum,2019-05-26,95
ethereum,2019-05-27,131
ethereum,2019-05-28,128
ethereum,2019-05-29,144
ethereum,2019-05-30,137
ethereum,2019-05-31,121
ethereum,2019-06-01,109
ethereum,2019-06-02,102
ethereum,2019-06-03,142
ethereum,2019-06-04,143
ethereum,2019-06-05,149
ethereum,2019-06-06,139
ethereum,2019-06-07,131
ethereum,2019-06-08,101
ethereum,2019-06-09,114
ethereum,2019-06-10,125
ethereum,2019-06-11,142
ethereum,2019-06-12,142
ethereum,2019-06-13,144
ethereum,2019-06-14,138
ethereum,2019-06-15,85
ethereum,2019-06-16,108
ethereum,2019-06-17,125
ethereum,2019-06-18,153
ethereum,2019-06-19,122
ethereum,2019-06-20,133
ethereum,2019-06-21,140
ethereum,2019-06-22,106
ethereum,2019-06-23,112
ethereum,2019-06-24,145
ethereum,2019-06-25,135
ethereum,2019-06-26,148
ethereum,2019-06-27,150
ethereum,2019-06-28,162
ethereum,2019-06-29,112
ethereum,2019-06-30,109
ethereum,2019-07-01,140
ethereum,2019-07-02,134
ethereum,2019-07-03,144
ethereum,2019-07-04,138
ethereum,2019-07-05,118
ethereum,2019-07-06,111
ethereum,2019-07-07,117
ethereum,2019-07-08,142
ethereum,2019-07-09,144
ethereum,2019-07-10,152
ethereum,2019-07-11,165
ethereum,2019-07-12,153
ethereum,2019-07-13,115
ethereum,2019-07-14,122
ethereum,2019-07-15,172
ethereum,2019-07-16,125
ethereum,2019-07-17,173
ethereum,2019-07-18,182
ethereum,2019-07-19,150
ethereum,2019-07-20,125
ethereum,2019-07-21,133
ethereum,2019-07-22,167
ethereum,2019-07-23,185
ethereum,2019-07-24,165
ethereum,2019-07-25,149
ethereum,2019-07-26,154
ethereum,2019-07-27,114
ethereum,2019-07-28,110
ethereum,2019-07-29,158
ethereum,2019-07-30,176
ethereum,2019-07-31,164
ethereum,2019-08-01,151
ethereum,2019-08-02,154
ethereum,2019-08-03,132
ethereum,2019-08-04,131
ethereum,2019-08-05,167
ethereum,2019-08-06,175
ethereum,2019-08-07,176
ethereum,2019-08-08,175
ethereum,2019-08-09,167
ethereum,2019-08-10,135
ethereum,2019-08-11,143
ethereum,2019-08-12,163
ethereum,2019-08-13,177
ethereum,2019-08-14,177
ethereum,2019-08-15,173
ethereum,2019-08-16,174
ethereum,2019-08-17,141
ethereum,2019-08-18,129
ethereum,2019-08-19,171
ethereum,2019-08-20,144
ethereum,2019-08-21,150
ethereum,2019-08-22,157
ethereum,2019-08-23,158
ethereum,2019-08-24,144
ethereum,2019-08-25,143
ethereum,2019-08-26,163
ethereum,2019-08-27,152
ethereum,2019-08-28,152
ethereum,2019-08-29,174
ethereum,2019-08-30,144
ethereum,2019-08-31,122
ethereum,2019-09-01,116
ethereum,2019-09-02,162
ethereum,2019-09-03,146
ethereum,2019-09-04,165
ethereum,2019-09-05,173
ethereum,2019-09-06,149
ethereum,2019-09-07,98
ethereum,2019-09-08,107
ethereum,2019-09-09,167
ethereum,2019-09-10,141
ethereum,2019-09-11,163
ethereum,2019-09-12,159
ethereum,2019-09-13,154
ethereum,2019-09-14,107
ethereum,2019-09-15,111
ethereum,2019-09-16,135
ethereum,2019-09-17,133
ethereum,2019-09-18,153
ethereum,2019-09-19,148
ethereum,2019-09-20,137
ethereum,2019-09-21,118
ethereum,2019-09-22,113
ethereum,2019-09-23,185
ethereum,2019-09-24,158
ethereum,2019-09-25,185
ethereum,2019-09-26,160
ethereum,2019-09-27,149
ethereum,2019-09-28,114
ethereum,2019-09-29,108
ethereum,2019-09-30,146
ethereum,2019-10-01,189
ethereum,2019-10-02,161
ethereum,2019-10-03,173
ethereum,2019-10-04,173
ethereum,2019-10-05,125
ethereum,2019-10-06,109
ethereum,2019-10-07,149
ethereum,2019-10-08,167
ethereum,2019-10-09,162
ethereum,2019-10-10,184
ethereum,2019-10-11,159
ethereum,2019-10-12,133
ethereum,2019-10-13,110
ethereum,2019-10-14,167
ethereum,2019-10-15,179
ethereum,2019-10-16,161
ethereum,2019-10-17,171
ethereum,2019-10-18,157
ethereum,2019-10-19,121
ethereum,2019-10-20,126
ethereum,2019-10-21,157
ethereum,2019-10-22,163
ethereum,2019-10-23,175
ethereum,2019-10-24,166
ethereum,2019-10-25,152
ethereum,2019-10-26,123
ethereum,2019-10-27,118
ethereum,2019-10-28,166
ethereum,2019-10-29,170
ethereum,2019-10-30,159
ethereum,2019-10-31,161
ethereum,2019-11-01,149
ethereum,2019-11-02,120
ethereum,2019-11-03,122
ethereum,2019-11-04,161
ethereum,2019-11-05,172
ethereum,2019-11-06,160
ethereum,2019-11-07,165
ethereum,2019-11-08,143
ethereum,2019-11-09,115
ethereum,2019-11-10,138
ethereum,2019-11-11,179
ethereum,2019-11-12,157
ethereum,2019-11-13,189
ethereum,2019-11-14,176
ethereum,2019-11-15,161
ethereum,2019-11-16,138
ethereum,2019-11-17,112
ethereum,2019-11-18,187
ethereum,2019-11-19,167
ethereum,2019-11-20,166
ethereum,2019-11-21,170
ethereum,2019-11-22,153
ethereum,2019-11-23,133
ethereum,2019-11-24,129
ethereum,2019-11-25,188
ethereum,2019-11-26,186
ethereum,2019-11-27,183
ethereum,2019-11-28,162
ethereum,2019-11-29,159
ethereum,2019-11-30,140
ethereum,2019-12-01,135
ethereum,2019-12-02,163
ethereum,2019-12-03,185
ethereum,2019-12-04,174
ethereum,2019-12-05,172
ethereum,2019-12-06,154
ethereum,2019-12-07,125
ethereum,2019-12-08,136
ethereum,2019-12-09,157
ethereum,2019-12-10,153
ethereum,2019-12-11,161
ethereum,2019-12-12,174
ethereum,2019-12-13,146
ethereum,2019-12-14,120
ethereum,2019-12-15,118
ethereum,2019-12-16,166
ethereum,2019-12-17,173
ethereum,2019-12-18,158
ethereum,2019-12-19,174
ethereum,2019-12-20,151
ethereum,2019-12-21,126
ethereum,2019-12-22,106
ethereum,2019-12-23,148
ethereum,2019-12-24,140
ethereum,2019-12-25,112
ethereum,2019-12-26,137
ethereum,2019-12-27,147
ethereum,2019-12-28,119
ethereum,2019-12-29,111
ethereum,2019-12-30,145
ethereum,2019-12-31,119
ethereum,2020-01-01,106
ethereum,2020-01-02,160
ethereum,2020-01-03,151
ethereum,2020-01-04,128
ethereum,2020-01-05,133
ethereum,2020-01-06,209
ethereum,2020-01-07,167
ethereum,2020-01-08,179
ethereum,2020-01-09,190
ethereum,2020-01-10,160
ethereum,2020-01-11,142
ethereum,2020-01-12,113
ethereum,2020-01-13,173
ethereum,2020-01-14,176
ethereum,2020-01-15,187
ethereum,2020-01-16,190
ethereum,2020-01-17,175
ethereum,2020-01-18,147
ethereum,2020-01-19,139
ethereum,2020-01-20,147
ethereum,2020-01-21,177
ethereum,2020-01-22,158
ethereum,2020-01-23,184
ethereum,2020-01-24,169
ethereum,2020-01-25,118
ethereum,2020-01-26,119
ethereum,2020-01-27,163
ethereum,2020-01-28,155
ethereum,2020-01-29,170
ethereum,2020-01-30,200
ethereum,2020-01-31,543
ethereum,2020-02-01,996
ethereum,2020-02-02,523
ethereum,2020-02-03,163
ethereum,2020-02-04,147
ethereum,2020-02-05,197
ethereum,2020-02-06,189
ethereum,2020-02-07,169
ethereum,2020-02-08,158
ethereum,2020-02-09,164
ethereum,2020-02-10,173
ethereum,2020-02-11,183
ethereum,2020-02-12,166
ethereum,2020-02-13,183
ethereum,2020-02-14,168
ethereum,2020-02-15,138
ethereum,2020-02-16,130
ethereum,2020-02-17,185
ethereum,2020-02-18,209
ethereum,2020-02-19,193
ethereum,2020-02-20,185
ethereum,2020-02-21,180
ethereum,2020-02-22,158
ethereum,2020-02-23,163
ethereum,2020-02-24,178
ethereum,2020-02-25,181
ethereum,2020-02-26,190
ethereum,2020-02-27,187
ethereum,2020-02-28,171
ethereum,2020-02-29,134
ethereum,2020-03-01,155
ethereum,2020-03-02,164
ethereum,2020-03-03,196
ethereum,2020-03-04,189
ethereum,2020-03-05,192
ethereum,2020-03-06,200
ethereum,2020-03-07,151
ethereum,2020-03-08,143
ethereum,2020-03-09,171
ethereum,2020-03-10,179
ethereum,2020-03-11,188
ethereum,2020-03-12,141
ethereum,2020-03-13,156
ethereum,2020-03-14,140
ethereum,2020-03-15,167
ethereum,2020-03-16,193
ethereum,2020-03-17,182
ethereum,2020-03-18,203
ethereum,2020-03-19,176
ethereum,2020-03-20,172
ethereum,2020-03-21,145
ethereum,2020-03-22,147
ethereum,2020-03-23,164
ethereum,2020-03-24,173
ethereum,2020-03-25,196
ethereum,2020-03-26,192
ethereum,2020-03-27,185
ethereum,2020-03-28,150
ethereum,2020-03-29,138
ethereum,2020-03-30,186
ethereum,2020-03-31,188
ethereum,2020-04-01,170
ethereum,2020-04-02,207
ethereum,2020-04-03,179
ethereum,2020-04-04,158
ethereum,2020-04-05,148
ethereum,2020-04-06,182
ethereum,2020-04-07,205
ethereum,2020-04-08,206
ethereum,2020-04-09,211
ethereum,2020-04-10,186
ethereum,2020-04-11,164
ethereum,2020-04-12,160
ethereum,2020-04-13,174
ethereum,2020-04-14,181
ethereum,2020-04-15,192
ethereum,2020-04-16,198
ethereum,2020-04-17,176
ethereum,2020-04-18,144
ethereum,2020-04-19,168
ethereum,2020-04-20,165
ethereum,2020-04-21,189
ethereum,2020-04-22,199
ethereum,2020-04-23,201
ethereum,2020-04-24,204
ethereum,2020-04-25,164
ethereum,2020-04-26,164
ethereum,2020-04-27,243
ethereum,2020-04-28,177
ethereum,2020-04-29,197
ethereum,2020-04-30,201
ethereum,2020-05-01,190
ethereum,2020-05-02,161
ethereum,2020-05-03,167
ethereum,2020-05-04,189
ethereum,2020-05-05,185
ethereum,2020-05-06,180
ethereum,2020-05-07,174
ethereum,2020-05-08,166
ethereum,2020-05-09,147
ethereum,2020-05-10,142
ethereum,2020-05-11,181
ethereum,2020-05-12,192
ethereum,2020-05-13,169
ethereum,2020-05-14,185
ethereum,2020-05-15,170
ethereum,2020-05-16,186
ethereum,2020-05-17,149
ethereum,2020-05-18,182
ethereum,2020-05-19,184
ethereum,2020-05-20,207
ethereum,2020-05-21,166
ethereum,2020-05-22,181
ethereum,2020-05-23,151
ethereum,2020-05-24,125
ethereum,2020-05-25,157
ethereum,2020-05-26,177
ethereum,2020-05-27,159
ethereum,2020-05-28,190
ethereum,2020-05-29,202
ethereum,2020-05-30,152
ethereum,2020-05-31,141
ethereum,2020-06-01,196
ethereum,2020-06-02,183
ethereum,2020-06-03,212
ethereum,2020-06-04,179
ethereum,2020-06-05,181
ethereum,2020-06-06,138
ethereum,2020-06-07,133
ethereum,2020-06-08,188
ethereum,2020-06-09,194
ethereum,2020-06-10,181
ethereum,2020-06-11,189
ethereum,2020-06-12,188
ethereum,2020-06-13,168
ethereum,2020-06-14,151
ethereum,2020-06-15,191
ethereum,2020-06-16,179
ethereum,2020-06-17,185
ethereum,2020-06-18,186
ethereum,2020-06-19,186
ethereum,2020-06-20,175
ethereum,2020-06-21,206
ethereum,2020-06-22,197
ethereum,2020-06-23,187
ethereum,2020-06-24,193
ethereum,2020-06-25,172
ethereum,2020-06-26,182
ethereum,2020-06-27,164
ethereum,2020-06-28,164
ethereum,2020-06-29,219
ethereum,2020-06-30,202
ethereum,2020-07-01,190
ethereum,2020-07-02,191
ethereum,2020-07-03,188
ethereum,2020-07-04,169
ethereum,2020-07-05,149
ethereum,2020-07-06,193
ethereum,2020-07-07,194
ethereum,2020-07-08,190
ethereum,2020-07-09,210
ethereum,2020-07-10,196
ethereum,2020-07-11,174
ethereum,2020-07-12,159
ethereum,2020-07-13,192
ethereum,2020-07-14,173
ethereum,2020-07-15,171
ethereum,2020-07-16,181
ethereum,2020-07-17,193
ethereum,2020-07-18,146
ethereum,2020-07-19,130
ethereum,2020-07-20,189
ethereum,2020-07-21,196
ethereum,2020-07-22,165
ethereum,2020-07-23,172
ethereum,2020-07-24,172
ethereum,2020-07-25,140
ethereum,2020-07-26,151
ethereum,2020-07-27,167
ethereum,2020-07-28,207
ethereum,2020-07-29,184
ethereum,2020-07-30,202
ethereum,2020-07-31,211
ethereum,2020-08-01,165
ethereum,2020-08-02,153
ethereum,2020-08-03,215
ethereum,2020-08-04,216
ethereum,2020-08-05,227
ethereum,2020-08-06,216
ethereum,2020-08-07,208
ethereum,2020-08-08,170
ethereum,2020-08-09,145
ethereum,2020-08-10,153
ethereum,2020-08-11,164
ethereum,2020-08-12,159
ethereum,2020-08-13,168
ethereum,2020-08-14,137
ethereum,2020-08-15,159
ethereum,2020-08-16,147
ethereum,2020-08-17,158
ethereum,2020-08-18,188
ethereum,2020-08-19,170
ethereum,2020-08-20,173
ethereum,2020-08-21,162
ethereum,2020-08-22,145
ethereum,2020-08-23,144
ethereum,2020-08-24,178
ethereum,2020-08-25,177
ethereum,2020-08-26,181
ethereum,2020-08-27,249
ethereum,2020-08-28,177
ethereum,2020-08-29,128
ethereum,2020-08-30,123
ethereum,2020-08-31,180
ethereum,2020-09-01,122
ethereum,2020-09-02,139
ethereum,2020-09-03,129
ethereum,2020-09-04,149
ethereum,2020-09-05,110
ethereum,2020-09-06,141
ethereum,2020-09-07,152
ethereum,2020-09-08,159
ethereum,2020-09-09,163
ethereum,2020-09-10,156
ethereum,2020-09-11,156
ethereum,2020-09-12,119
ethereum,2020-09-13,131
ethereum,2020-09-14,151
ethereum,2020-09-15,187
ethereum,2020-09-16,158
ethereum,2020-09-17,120
ethereum,2020-09-18,147
ethereum,2020-09-19,142
ethereum,2020-09-20,152
ethereum,2020-09-21,177
ethereum,2020-09-22,156
ethereum,2020-09-23,174
ethereum,2020-09-24,198
ethereum,2020-09-25,179
ethereum,2020-09-26,178
ethereum,2020-09-27,156
ethereum,2020-09-28,195
ethereum,2020-09-29,243
ethereum,2020-09-30,210
ethereum,2020-10-01,165
ethereum,2020-10-02,157
ethereum,2020-10-03,150
ethereum,2020-10-04,127
ethereum,2020-10-05,173
ethereum,2020-10-06,167
ethereum,2020-10-07,192
ethereum,2020-10-08,167
ethereum,2020-10-09,185
ethereum,2020-10-10,158
ethereum,2020-10-11,178
ethereum,2020-10-12,185
ethereum,2020-10-13,190
ethereum,2020-10-14,196
ethereum,2020-10-15,208
ethereum,2020-10-16,168
ethereum,2020-10-17,169
ethereum,2020-10-18,163
ethereum,2020-10-19,223
ethereum,2020-10-20,206
ethereum,2020-10-21,187
ethereum,2020-10-22,216
ethereum,2020-10-23,218
ethereum,2020-10-24,198
ethereum,2020-10-25,167
ethereum,2020-10-26,175
ethereum,2020-10-27,200
ethereum,2020-10-28,240
ethereum,2020-10-29,202
ethereum,2020-10-30,201
ethereum,2020-10-31,173
ethereum,2020-11-01,168
ethereum,2020-11-02,197
ethereum,2020-11-03,197
ethereum,2020-11-04,183
ethereum,2020-11-05,205
ethereum,2020-11-06,179
ethereum,2020-11-07,155
ethereum,2020-11-08,173
ethereum,2020-11-09,178
ethereum,2020-11-10,182
ethereum,2020-11-11,173
ethereum,2020-11-12,202
ethereum,2020-11-13,215
ethereum,2020-11-14,178
ethereum,2020-11-15,166
ethereum,2020-11-16,177
ethereum,2020-11-17,214
ethereum,2020-11-18,203
ethereum,2020-11-19,233
ethereum,2020-11-20,207
ethereum,2020-11-21,160
ethereum,2020-11-22,176
ethereum,2020-11-23,197
ethereum,2020-11-24,181
ethereum,2020-11-25,206
ethereum,2020-11-26,172
ethereum,2020-11-27,213
ethereum,2020-11-28,206
ethereum,2020-11-29,191
ethereum,2020-11-30,206
ethereum,2020-12-01,214
ethereum,2020-12-02,224
ethereum,2020-12-03,215
ethereum,2020-12-04,212
ethereum,2020-12-05,198
ethereum,2020-12-06,206
ethereum,2020-12-07,197
ethereum,2020-12-08,202
ethereum,2020-12-09,228
ethereum,2020-12-10,221
ethereum,2020-12-11,222
ethereum,2020-12-12,198
ethereum,2020-12-13,172
ethereum,2020-12-14,190
ethereum,2020-12-15,218
ethereum,2020-12-16,235
ethereum,2020-12-17,202
ethereum,2020-12-18,226
ethereum,2020-12-19,194
ethereum,2020-12-20,198
ethereum,2020-12-21,232
ethereum,2020-12-22,212
ethereum,2020-12-23,188
ethereum,2020-12-24,199
ethereum,2020-12-25,147
ethereum,2020-12-26,166
ethereum,2020-12-27,170
ethereum,2020-12-28,188
ethereum,2020-12-29,194
ethereum,2020-12-30,218
ethereum,2020-12-31,209
ethereum,2021-01-01,162
ethereum,2021-01-02,161
ethereum,2021-01-03,164
ethereum,2021-01-04,183
ethereum,2021-01-05,177
ethereum,2021-01-06,215
ethereum,2021-01-07,204
ethereum,2021-01-08,197
ethereum,2021-01-09,175
ethereum,2021-01-10,181
ethereum,2021-01-11,158
ethereum,2021-01-12,220
ethereum,2021-01-13,212
ethereum,2021-01-14,202
ethereum,2021-01-15,205
ethereum,2021-01-16,165
ethereum,2021-01-17,162
ethereum,2021-01-18,191
ethereum,2021-01-19,196
ethereum,2021-01-20,194
ethereum,2021-01-21,210
ethereum,2021-01-22,188
ethereum,2021-01-23,162
ethereum,2021-01-24,152
ethereum,2021-01-25,178
ethereum,2021-01-26,211
ethereum,2021-01-27,156
ethereum,2021-01-28,190
ethereum,2021-01-29,166
ethereum,2021-01-30,148
ethereum,2021-01-31,158
ethereum,2021-02-01,170
ethereum,2021-02-02,177
ethereum,2021-02-03,186
ethereum,2021-02-04,164
ethereum,2021-02-05,166
ethereum,2021-02-06,162
ethereum,2021-02-07,163
ethereum,2021-02-08,195
ethereum,2021-02-09,161
ethereum,2021-02-10,150
ethereum,2021-02-11,197
ethereum,2021-02-12,166
ethereum,2021-02-13,183
ethereum,2021-02-14,159
ethereum,2021-02-15,178
ethereum,2021-02-16,160
ethereum,2021-02-17,187
ethereum,2021-02-18,179
ethereum,2021-02-19,171
ethereum,2021-02-20,145
ethereum,2021-02-21,183
ethereum,2021-02-22,159
ethereum,2021-02-23,144
ethereum,2021-02-24,159
ethereum,2021-02-25,161
ethereum,2021-02-26,193
ethereum,2021-02-27,176
ethereum,2021-02-28,159
ethereum,2021-03-01,201
ethereum,2021-03-02,185
ethereum,2021-03-03,196
ethereum,2021-03-04,177
ethereum,2021-03-05,148
ethereum,2021-03-06,169
ethereum,2021-03-07,136
ethereum,2021-03-08,165
ethereum,2021-03-09,184
ethereum,2021-03-10,170
ethereum,2021-03-11,170
ethereum,2021-03-12,158
ethereum,2021-03-13,145
ethereum,2021-03-14,142
ethereum,2021-03-15,158
ethereum,2021-03-16,157
ethereum,2021-03-17,155
ethereum,2021-03-18,159
ethereum,2021-03-19,177
ethereum,2021-03-20,141
ethereum,2021-03-21,145
ethereum,2021-03-22,155
ethereum,2021-03-23,162
ethereum,2021-03-24,179
ethereum,2021-03-25,167
ethereum,2021-03-26,183
ethereum,2021-03-27,150
ethereum,2021-03-28,156
ethereum,2021-03-29,196
ethereum,2021-03-30,177
ethereum,2021-03-31,138
ethereum,2021-04-01,158
ethereum,2021-04-02,167
ethereum,2021-04-03,137
ethereum,2021-04-04,166
ethereum,2021-04-05,161
ethereum,2021-04-06,170
ethereum,2021-04-07,163
ethereum,2021-04-08,169
ethereum,2021-04-09,182
ethereum,2021-04-10,148
ethereum,2021-04-11,159
ethereum,2021-04-12,186
ethereum,2021-04-13,155
ethereum,2021-04-14,169
ethereum,2021-04-15,182
ethereum,2021-04-16,167
ethereum,2021-04-17,128
ethereum,2021-04-18,122
ethereum,2021-04-19,150
ethereum,2021-04-20,131
ethereum,2021-04-21,146
ethereum,2021-04-22,168
ethereum,2021-04-23,171
ethereum,2021-04-24,173
ethereum,2021-04-25,177
ethereum,2021-04-26,213
ethereum,2021-04-27,180
ethereum,2021-04-28,183
ethereum,2021-04-29,197
ethereum,2021-04-30,196
ethereum,2021-05-01,173
ethereum,2021-05-02,156
ethereum,2021-05-03,161
ethereum,2021-05-04,167
ethereum,2021-05-05,167
ethereum,2021-05-06,165
ethereum,2021-05-07,180
ethereum,2021-05-08,129
