chain,block_date,active_factory_count
ethereum,2021-05-09,106
ethereum,2021-05-10,107
ethereum,2021-05-11,109
ethereum,2021-05-12,108
ethereum,2021-05-13,156
ethereum,2021-05-14,177
ethereum,2021-05-15,145
ethereum,2021-05-16,149
ethereum,2021-05-17,181
ethereum,2021-05-18,165
ethereum,2021-05-19,104
ethereum,2021-05-20,133
ethereum,2021-05-21,163
ethereum,2021-05-22,156
ethereum,2021-05-23,135
ethereum,2021-05-24,192
ethereum,2021-05-25,189
ethereum,2021-05-26,190
ethereum,2021-05-27,210
ethereum,2021-05-28,208
ethereum,2021-05-29,160
ethereum,2021-05-30,164
ethereum,2021-05-31,192
ethereum,2021-06-01,226
ethereum,2021-06-02,216
ethereum,2021-06-03,194
ethereum,2021-06-04,186
ethereum,2021-06-05,171
ethereum,2021-06-06,156
ethereum,2021-06-07,195
ethereum,2021-06-08,187
ethereum,2021-06-09,207
ethereum,2021-06-10,220
ethereum,2021-06-11,173
ethereum,2021-06-12,166
ethereum,2021-06-13,212
ethereum,2021-06-14,187
ethereum,2021-06-15,198
ethereum,2021-06-16,209
ethereum,2021-06-17,206
ethereum,2021-06-18,189
ethereum,2021-06-19,169
ethereum,2021-06-20,156
ethereum,2021-06-21,183
ethereum,2021-06-22,166
ethereum,2021-06-23,242
ethereum,2021-06-24,203
ethereum,2021-06-25,232
ethereum,2021-06-26,163
ethereum,2021-06-27,196
ethereum,2021-06-28,205
ethereum,2021-06-29,243
ethereum,2021-06-30,217
ethereum,2021-07-01,203
ethereum,2021-07-02,236
ethereum,2021-07-03,179
ethereum,2021-07-04,182
ethereum,2021-07-05,204
ethereum,2021-07-06,159
ethereum,2021-07-07,159
ethereum,2021-07-08,163
ethereum,2021-07-09,205
ethereum,2021-07-10,167
ethereum,2021-07-11,162
ethereum,2021-07-12,226
ethereum,2021-07-13,192
ethereum,2021-07-14,177
ethereum,2021-07-15,170
ethereum,2021-07-16,176
ethereum,2021-07-17,153
ethereum,2021-07-18,154
ethereum,2021-07-19,174
ethereum,2021-07-20,219
ethereum,2021-07-21,200
ethereum,2021-07-22,188
ethereum,2021-07-23,172
ethereum,2021-07-24,163
ethereum,2021-07-25,166
ethereum,2021-07-26,188
ethereum,2021-07-27,209
ethereum,2021-07-28,224
ethereum,2021-07-29,172
ethereum,2021-07-30,168
ethereum,2021-07-31,147
ethereum,2021-08-01,144
ethereum,2021-08-02,220
ethereum,2021-08-03,201
ethereum,2021-08-04,192
ethereum,2021-08-05,175
ethereum,2021-08-06,179
ethereum,2021-08-07,115
ethereum,2021-08-08,146
ethereum,2021-08-09,161
ethereum,2021-08-10,161
ethereum,2021-08-11,146
ethereum,2021-08-12,175
ethereum,2021-08-13,180
ethereum,2021-08-14,136
ethereum,2021-08-15,133
ethereum,2021-08-16,136
ethereum,2021-08-17,160
ethereum,2021-08-18,159
ethereum,2021-08-19,190
ethereum,2021-08-20,183
ethereum,2021-08-21,144
ethereum,2021-08-22,133
ethereum,2021-08-23,171
ethereum,2021-08-24,153
ethereum,2021-08-25,134
ethereum,2021-08-26,164
ethereum,2021-08-27,130
ethereum,2021-08-28,130
ethereum,2021-08-29,106
ethereum,2021-08-30,149
ethereum,2021-08-31,130
ethereum,2021-09-01,142
ethereum,2021-09-02,142
ethereum,2021-09-03,113
ethereum,2021-09-04,93
ethereum,2021-09-05,125
ethereum,2021-09-06,144
ethereum,2021-09-07,128
ethereum,2021-09-08,138
ethereum,2021-09-09,152
ethereum,2021-09-10,161
ethereum,2021-09-11,130
ethereum,2021-09-12,120
ethereum,2021-09-13,159
ethereum,2021-09-14,171
ethereum,2021-09-15,165
ethereum,2021-09-16,171
ethereum,2021-09-17,150
ethereum,2021-09-18,124
ethereum,2021-09-19,147
ethereum,2021-09-20,139
ethereum,2021-09-21,139
ethereum,2021-09-22,157
ethereum,2021-09-23,156
ethereum,2021-09-24,162
ethereum,2021-09-25,123
ethereum,2021-09-26,121
ethereum,2021-09-27,152
ethereum,2021-09-28,156
ethereum,2021-09-29,194
ethereum,2021-09-30,178
ethereum,2021-10-01,146
ethereum,2021-10-02,147
ethereum,2021-10-03,145
ethereum,2021-10-04,153
ethereum,2021-10-05,137
ethereum,2021-10-06,127
ethereum,2021-10-07,136
ethereum,2021-10-08,132
ethereum,2021-10-09,133
ethereum,2021-10-10,129
ethereum,2021-10-11,149
ethereum,2021-10-12,151
ethereum,2021-10-13,144
ethereum,2021-10-14,137
ethereum,2021-10-15,144
ethereum,2021-10-16,134
ethereum,2021-10-17,118
ethereum,2021-10-18,149
ethereum,2021-10-19,172
ethereum,2021-10-20,157
ethereum,2021-10-21,160
ethereum,2021-10-22,157
ethereum,2021-10-23,123
ethereum,2021-10-24,121
ethereum,2021-10-25,159
ethereum,2021-10-26,133
ethereum,2021-10-27,129
ethereum,2021-10-28,147
ethereum,2021-10-29,139
ethereum,2021-10-30,116
ethereum,2021-10-31,119
ethereum,2021-11-01,122
ethereum,2021-11-02,122
ethereum,2021-11-03,146
ethereum,2021-11-04,154
ethereum,2021-11-05,153
ethereum,2021-11-06,118
ethereum,2021-11-07,113
ethereum,2021-11-08,170
ethereum,2021-11-09,131
ethereum,2021-11-10,130
ethereum,2021-11-11,140
ethereum,2021-11-12,138
ethereum,2021-11-13,132
ethereum,2021-11-14,122
ethereum,2021-11-15,155
ethereum,2021-11-16,135
ethereum,2021-11-17,151
ethereum,2021-11-18,142
ethereum,2021-11-19,152
ethereum,2021-11-20,116
ethereum,2021-11-21,125
ethereum,2021-11-22,119
ethereum,2021-11-23,139
ethereum,2021-11-24,153
ethereum,2021-11-25,164
ethereum,2021-11-26,140
ethereum,2021-11-27,110
ethereum,2021-11-28,107
ethereum,2021-11-29,151
ethereum,2021-11-30,174
ethereum,2021-12-01,144
ethereum,2021-12-02,152
ethereum,2021-12-03,157
ethereum,2021-12-04,109
ethereum,2021-12-05,117
ethereum,2021-12-06,141
ethereum,2021-12-07,157
ethereum,2021-12-08,164
ethereum,2021-12-09,170
ethereum,2021-12-10,163
ethereum,2021-12-11,132
ethereum,2021-12-12,134
ethereum,2021-12-13,193
ethereum,2021-12-14,183
ethereum,2021-12-15,164
ethereum,2021-12-16,153
ethereum,2021-12-17,164
ethereum,2021-12-18,123
ethereum,2021-12-19,159
ethereum,2021-12-20,168
ethereum,2021-12-21,204
ethereum,2021-12-22,213
ethereum,2021-12-23,179
ethereum,2021-12-24,149
ethereum,2021-12-25,112
ethereum,2021-12-26,121
ethereum,2021-12-27,160
ethereum,2021-12-28,148
ethereum,2021-12-29,118
ethereum,2021-12-30,153
ethereum,2021-12-31,123
ethereum,2022-01-01,127
ethereum,2022-01-02,120
ethereum,2022-01-03,152
ethereum,2022-01-04,167
ethereum,2022-01-05,133
ethereum,2022-01-06,148
ethereum,2022-01-07,138
ethereum,2022-01-08,124
ethereum,2022-01-09,102
ethereum,2022-01-10,130
ethereum,2022-01-11,141
ethereum,2022-01-12,130
ethereum,2022-01-13,156
ethereum,2022-01-14,135
ethereum,2022-01-15,119
ethereum,2022-01-16,110
ethereum,2022-01-17,140
ethereum,2022-01-18,159
ethereum,2022-01-19,143
ethereum,2022-01-20,136
ethereum,2022-01-21,146
ethereum,2022-01-22,114
ethereum,2022-01-23,141
ethereum,2022-01-24,161
ethereum,2022-01-25,189
ethereum,2022-01-26,149
ethereum,2022-01-27,139
ethereum,2022-01-28,144
ethereum,2022-01-29,140
ethereum,2022-01-30,134
ethereum,2022-01-31,144
ethereum,2022-02-01,142
ethereum,2022-02-02,148
ethereum,2022-02-03,162
ethereum,2022-02-04,162
ethereum,2022-02-05,151
ethereum,2022-02-06,164
ethereum,2022-02-07,172
ethereum,2022-02-08,200
ethereum,2022-02-09,171
ethereum,2022-02-10,176
ethereum,2022-02-11,167
ethereum,2022-02-12,147
ethereum,2022-02-13,165
ethereum,2022-02-14,170
ethereum,2022-02-15,188
ethereum,2022-02-16,161
ethereum,2022-02-17,160
ethereum,2022-02-18,137
ethereum,2022-02-19,138
ethereum,2022-02-20,134
ethereum,2022-02-21,160
ethereum,2022-02-22,169
ethereum,2022-02-23,162
ethereum,2022-02-24,160
ethereum,2022-02-25,151
ethereum,2022-02-26,143
ethereum,2022-02-27,169
ethereum,2022-02-28,145
ethereum,2022-03-01,161
ethereum,2022-03-02,186
ethereum,2022-03-03,164
ethereum,2022-03-04,172
ethereum,2022-03-05,164
ethereum,2022-03-06,155
ethereum,2022-03-07,189
ethereum,2022-03-08,199
ethereum,2022-03-09,198
ethereum,2022-03-10,192
ethereum,2022-03-11,172
ethereum,2022-03-12,149
ethereum,2022-03-13,165
ethereum,2022-03-14,195
ethereum,2022-03-15,188
ethereum,2022-03-16,180
ethereum,2022-03-17,197
ethereum,2022-03-18,198
ethereum,2022-03-19,183
ethereum,2022-03-20,166
ethereum,2022-03-21,190
ethereum,2022-03-22,183
ethereum,2022-03-23,188
ethereum,2022-03-24,179
ethereum,2022-03-25,194
ethereum,2022-03-26,149
ethereum,2022-03-27,146
ethereum,2022-03-28,216
ethereum,2022-03-29,187
ethereum,2022-03-30,188
ethereum,2022-03-31,190
ethereum,2022-04-01,172
ethereum,2022-04-02,140
ethereum,2022-04-03,162
ethereum,2022-04-04,189
ethereum,2022-04-05,156
ethereum,2022-04-06,178
ethereum,2022-04-07,161
ethereum,2022-04-08,178
ethereum,2022-04-09,183
ethereum,2022-04-10,151
ethereum,2022-04-11,196
ethereum,2022-04-12,189
ethereum,2022-04-13,177
ethereum,2022-04-14,174
ethereum,2022-04-15,168
ethereum,2022-04-16,160
ethereum,2022-04-17,161
ethereum,2022-04-18,195
ethereum,2022-04-19,168
ethereum,2022-04-20,167
ethereum,2022-04-21,168
ethereum,2022-04-22,201
ethereum,2022-04-23,149
ethereum,2022-04-24,163
ethereum,2022-04-25,166
ethereum,2022-04-26,186
ethereum,2022-04-27,184
ethereum,2022-04-28,189
ethereum,2022-04-29,160
ethereum,2022-04-30,131
ethereum,2022-05-01,97
ethereum,2022-05-02,133
ethereum,2022-05-03,159
ethereum,2022-05-04,162
ethereum,2022-05-05,182
ethereum,2022-05-06,196
ethereum,2022-05-07,173
ethereum,2022-05-08,155
ethereum,2022-05-09,150
ethereum,2022-05-10,198
ethereum,2022-05-11,137
ethereum,2022-05-12,124
ethereum,2022-05-13,177
ethereum,2022-05-14,186
ethereum,2022-05-15,213
ethereum,2022-05-16,238
ethereum,2022-05-17,227
ethereum,2022-05-18,229
ethereum,2022-05-19,212
ethereum,2022-05-20,206
ethereum,2022-05-21,197
ethereum,2022-05-22,167
ethereum,2022-05-23,208
ethereum,2022-05-24,216
ethereum,2022-05-25,203
ethereum,2022-05-26,183
ethereum,2022-05-27,200
ethereum,2022-05-28,180
ethereum,2022-05-29,145
ethereum,2022-05-30,154
ethereum,2022-05-31,154
ethereum,2022-06-01,177
ethereum,2022-06-02,164
ethereum,2022-06-03,143
ethereum,2022-06-04,130
ethereum,2022-06-05,131
ethereum,2022-06-06,152
ethereum,2022-06-07,159
ethereum,2022-06-08,161
ethereum,2022-06-09,185
ethereum,2022-06-10,181
ethereum,2022-06-11,176
ethereum,2022-06-12,143
ethereum,2022-06-13,155
ethereum,2022-06-14,223
ethereum,2022-06-15,185
ethereum,2022-06-16,202
ethereum,2022-06-17,192
ethereum,2022-06-18,152
ethereum,2022-06-19,177
ethereum,2022-06-20,197
ethereum,2022-06-21,199
ethereum,2022-06-22,168
ethereum,2022-06-23,163
ethereum,2022-06-24,170
ethereum,2022-06-25,143
ethereum,2022-06-26,137
ethereum,2022-06-27,187
ethereum,2022-06-28,148
ethereum,2022-06-29,158
ethereum,2022-06-30,174
ethereum,2022-07-01,198
ethereum,2022-07-02,207
ethereum,2022-07-03,196
ethereum,2022-07-04,200
ethereum,2022-07-05,204
ethereum,2022-07-06,200
ethereum,2022-07-07,233
ethereum,2022-07-08,233
ethereum,2022-07-09,255
ethereum,2022-07-10,207
ethereum,2022-07-11,293
ethereum,2022-07-12,270
ethereum,2022-07-13,283
ethereum,2022-07-14,268
ethereum,2022-07-15,290
ethereum,2022-07-16,239
ethereum,2022-07-17,233
ethereum,2022-07-18,268
ethereum,2022-07-19,266
ethereum,2022-07-20,287
ethereum,2022-07-21,286
ethereum,2022-07-22,286
ethereum,2022-07-23,248
ethereum,2022-07-24,244
ethereum,2022-07-25,218
ethereum,2022-07-26,217
ethereum,2022-07-27,252
ethereum,2022-07-28,275
ethereum,2022-07-29,243
ethereum,2022-07-30,249
ethereum,2022-07-31,212
ethereum,2022-08-01,426
ethereum,2022-08-02,258
ethereum,2022-08-03,272
ethereum,2022-08-04,267
ethereum,2022-08-05,254
ethereum,2022-08-06,250
ethereum,2022-08-07,279
ethereum,2022-08-08,283
ethereum,2022-08-09,231
ethereum,2022-08-10,235
ethereum,2022-08-11,240
ethereum,2022-08-12,249
ethereum,2022-08-13,201
ethereum,2022-08-14,206
ethereum,2022-08-15,289
ethereum,2022-08-16,482
ethereum,2022-08-17,245
ethereum,2022-08-18,243
ethereum,2022-08-19,216
ethereum,2022-08-20,192
ethereum,2022-08-21,163
ethereum,2022-08-22,191
ethereum,2022-08-23,217
ethereum,2022-08-24,196
ethereum,2022-08-25,199
ethereum,2022-08-26,189
ethereum,2022-08-27,177
ethereum,2022-08-28,569
ethereum,2022-08-29,211
ethereum,2022-08-30,206
ethereum,2022-08-31,194
ethereum,2022-09-01,168
ethereum,2022-09-02,211
ethereum,2022-09-03,151
ethereum,2022-09-04,160
ethereum,2022-09-05,206
ethereum,2022-09-06,192
ethereum,2022-09-07,192
ethereum,2022-09-08,198
ethereum,2022-09-09,179
ethereum,2022-09-10,174
ethereum,2022-09-11,157
ethereum,2022-09-12,187
ethereum,2022-09-13,215
ethereum,2022-09-14,230
ethereum,2022-09-15,222
ethereum,2022-09-16,211
ethereum,2022-09-17,166
ethereum,2022-09-18,159
ethereum,2022-09-19,217
ethereum,2022-09-20,232
ethereum,2022-09-21,193
ethereum,2022-09-22,206
ethereum,2022-09-23,212
ethereum,2022-09-24,151
ethereum,2022-09-25,180
ethereum,2022-09-26,192
ethereum,2022-09-27,198
ethereum,2022-09-28,183
ethereum,2022-09-29,236
ethereum,2022-09-30,197
ethereum,2022-10-01,166
ethereum,2022-10-02,176
ethereum,2022-10-03,183
ethereum,2022-10-04,183
ethereum,2022-10-05,192
ethereum,2022-10-06,210
ethereum,2022-10-07,215
ethereum,2022-10-08,179
ethereum,2022-10-09,125
ethereum,2022-10-10,190
ethereum,2022-10-11,217
ethereum,2022-10-12,216
ethereum,2022-10-13,231
ethereum,2022-10-14,248
ethereum,2022-10-15,194
ethereum,2022-10-16,255
ethereum,2022-10-17,193
ethereum,2022-10-18,200
ethereum,2022-10-19,244
ethereum,2022-10-20,214
ethereum,2022-10-21,215
ethereum,2022-10-22,187
ethereum,2022-10-23,214
ethereum,2022-10-24,228
ethereum,2022-10-25,231
ethereum,2022-10-26,225
ethereum,2022-10-27,316
ethereum,2022-10-28,218
ethereum,2022-10-29,163
ethereum,2022-10-30,339
ethereum,2022-10-31,206
ethereum,2022-11-01,223
ethereum,2022-11-02,228
ethereum,2022-11-03,208
ethereum,2022-11-04,208
ethereum,2022-11-05,197
ethereum,2022-11-06,169
ethereum,2022-11-07,194
ethereum,2022-11-08,211
ethereum,2022-11-09,184
ethereum,2022-11-10,188
ethereum,2022-11-11,227
ethereum,2022-11-12,169
ethereum,2022-11-13,142
ethereum,2022-11-14,204
ethereum,2022-11-15,212
ethereum,2022-11-16,233
ethereum,2022-11-17,231
ethereum,2022-11-18,207
ethereum,2022-11-19,168
ethereum,2022-11-20,159
ethereum,2022-11-21,212
ethereum,2022-11-22,223
ethereum,2022-11-23,225
ethereum,2022-11-24,207
ethereum,2022-11-25,218
ethereum,2022-11-26,172
ethereum,2022-11-27,154
ethereum,2022-11-28,204
ethereum,2022-11-29,220
ethereum,2022-11-30,218
ethereum,2022-12-01,215
ethereum,2022-12-02,197
ethereum,2022-12-03,156
ethereum,2022-12-04,163
ethereum,2022-12-05,234
ethereum,2022-12-06,203
ethereum,2022-12-07,206
ethereum,2022-12-08,207
ethereum,2022-12-09,156
ethereum,2022-12-10,146
ethereum,2022-12-11,172
ethereum,2022-12-12,204
ethereum,2022-12-13,217
ethereum,2022-12-14,213
ethereum,2022-12-15,213
ethereum,2022-12-16,180
ethereum,2022-12-17,157
ethereum,2022-12-18,145
ethereum,2022-12-19,211
ethereum,2022-12-20,216
ethereum,2022-12-21,215
ethereum,2022-12-22,208
ethereum,2022-12-23,194
ethereum,2022-12-24,166
ethereum,2022-12-25,150
ethereum,2022-12-26,168
ethereum,2022-12-27,149
ethereum,2022-12-28,176
ethereum,2022-12-29,161
ethereum,2022-12-30,164
ethereum,2022-12-31,127
ethereum,2023-01-01,134
ethereum,2023-01-02,228
ethereum,2023-01-03,260
ethereum,2023-01-04,250
ethereum,2023-01-05,251
ethereum,2023-01-06,255
ethereum,2023-01-07,206
ethereum,2023-01-08,193
ethereum,2023-01-09,247
ethereum,2023-01-10,297
ethereum,2023-01-11,276
ethereum,2023-01-12,270
ethereum,2023-01-13,278
ethereum,2023-01-14,204
ethereum,2023-01-15,221
ethereum,2023-01-16,252
ethereum,2023-01-17,283
ethereum,2023-01-18,280
ethereum,2023-01-19,294
ethereum,2023-01-20,273
ethereum,2023-01-21,224
ethereum,2023-01-22,218
ethereum,2023-01-23,253
ethereum,2023-01-24,292
ethereum,2023-01-25,322
ethereum,2023-01-26,285
ethereum,2023-01-27,267
ethereum,2023-01-28,233
ethereum,2023-01-29,226
ethereum,2023-01-30,299
ethereum,2023-01-31,327
ethereum,2023-02-01,302
ethereum,2023-02-02,238
ethereum,2023-02-03,291
ethereum,2023-02-04,209
ethereum,2023-02-05,258
ethereum,2023-02-06,302
ethereum,2023-02-07,267
ethereum,2023-02-08,269
ethereum,2023-02-09,292
ethereum,2023-02-10,312
ethereum,2023-02-11,261
ethereum,2023-02-12,240
ethereum,2023-02-13,275
ethereum,2023-02-14,290
ethereum,2023-02-15,230
ethereum,2023-02-16,259
ethereum,2023-02-17,232
ethereum,2023-02-18,248
ethereum,2023-02-19,217
ethereum,2023-02-20,250
ethereum,2023-02-21,254
ethereum,2023-02-22,261
ethereum,2023-02-23,287
ethereum,2023-02-24,282
ethereum,2023-02-25,247
ethereum,2023-02-26,247
ethereum,2023-02-27,318
ethereum,2023-02-28,331
ethereum,2023-03-01,259
ethereum,2023-03-02,299
ethereum,2023-03-03,272
ethereum,2023-03-04,232
ethereum,2023-03-05,222
ethereum,2023-03-06,276
ethereum,2023-03-07,282
ethereum,2023-03-08,270
ethereum,2023-03-09,264
ethereum,2023-03-10,239
ethereum,2023-03-11,161
ethereum,2023-03-12,211
ethereum,2023-03-13,262
ethereum,2023-03-14,282
ethereum,2023-03-15,284
ethereum,2023-03-16,278
ethereum,2023-03-17,273
ethereum,2023-03-18,249
ethereum,2023-03-19,234
ethereum,2023-03-20,258
ethereum,2023-03-21,286
ethereum,2023-03-22,298
ethereum,2023-03-23,256
ethereum,2023-03-24,269
ethereum,2023-03-25,202
ethereum,2023-03-26,199
ethereum,2023-03-27,232
ethereum,2023-03-28,226
ethereum,2023-03-29,218
ethereum,2023-03-30,253
ethereum,2023-03-31,261
ethereum,2023-04-01,224
ethereum,2023-04-02,177
ethereum,2023-04-03,242
ethereum,2023-04-04,233
ethereum,2023-04-05,253
ethereum,2023-04-06,255
ethereum,2023-04-07,295
ethereum,2023-04-08,213
ethereum,2023-04-09,195
ethereum,2023-04-10,246
ethereum,2023-04-11,267
ethereum,2023-04-12,267
ethereum,2023-04-13,252
ethereum,2023-04-14,237
ethereum,2023-04-15,197
ethereum,2023-04-16,177
ethereum,2023-04-17,191
ethereum,2023-04-18,170
ethereum,2023-04-19,220
ethereum,2023-04-20,250
ethereum,2023-04-21,230
ethereum,2023-04-22,163
ethereum,2023-04-23,155
ethereum,2023-04-24,222
ethereum,2023-04-25,274
ethereum,2023-04-26,220
ethereum,2023-04-27,243
ethereum,2023-04-28,254
ethereum,2023-04-29,190
ethereum,2023-04-30,162
ethereum,2023-05-01,169
ethereum,2023-05-02,179
ethereum,2023-05-03,174
ethereum,2023-05-04,194
ethereum,2023-05-05,136
ethereum,2023-05-06,114
ethereum,2023-05-07,113
ethereum,2023-05-08,158
ethereum,2023-05-09,169
ethereum,2023-05-10,190
ethereum,2023-05-11,167
ethereum,2023-05-12,221
ethereum,2023-05-13,167
ethereum,2023-05-14,132
ethereum,2023-05-15,181
ethereum,2023-05-16,186
ethereum,2023-05-17,213
ethereum,2023-05-18,188
ethereum,2023-05-19,219
ethereum,2023-05-20,172
ethereum,2023-05-21,216
ethereum,2023-05-22,201
ethereum,2023-05-23,191
ethereum,2023-05-24,243
ethereum,2023-05-25,231
ethereum,2023-05-26,206
ethereum,2023-05-27,203
ethereum,2023-05-28,149
ethereum,2023-05-29,193
ethereum,2023-05-30,192
ethereum,2023-05-31,258
ethereum,2023-06-01,226
ethereum,2023-06-02,260
ethereum,2023-06-03,191
ethereum,2023-06-04,201
ethereum,2023-06-05,244
ethereum,2023-06-06,252
ethereum,2023-06-07,254
ethereum,2023-06-08,252
ethereum,2023-06-09,258
ethereum,2023-06-10,189
ethereum,2023-06-11,207
ethereum,2023-06-12,261
ethereum,2023-06-13,237
ethereum,2023-06-14,245
ethereum,2023-06-15,258
ethereum,2023-06-16,281
ethereum,2023-06-17,192
ethereum,2023-06-18,208
ethereum,2023-06-19,255
ethereum,2023-06-20,265
ethereum,2023-06-21,245
ethereum,2023-06-22,290
ethereum,2023-06-23,274
ethereum,2023-06-24,199
ethereum,2023-06-25,217
ethereum,2023-06-26,264
ethereum,2023-06-27,265
ethereum,2023-06-28,271
ethereum,2023-06-29,222
ethereum,2023-06-30,252
ethereum,2023-07-01,224
ethereum,2023-07-02,209
ethereum,2023-07-03,246
ethereum,2023-07-04,253
ethereum,2023-07-05,161
ethereum,2023-07-06,211
ethereum,2023-07-07,226
ethereum,2023-07-08,203
ethereum,2023-07-09,181
ethereum,2023-07-10,278
ethereum,2023-07-11,228
ethereum,2023-07-12,236
ethereum,2023-07-13,217
ethereum,2023-07-14,233
ethereum,2023-07-15,201
ethereum,2023-07-16,196
ethereum,2023-07-17,237
ethereum,2023-07-18,205
ethereum,2023-07-19,232
ethereum,2023-07-20,186
ethereum,2023-07-21,215
ethereum,2023-07-22,176
ethereum,2023-07-23,167
ethereum,2023-07-24,201
ethereum,2023-07-25,229
ethereum,2023-07-26,238
ethereum,2023-07-27,221
ethereum,2023-07-28,257
ethereum,2023-07-29,174
ethereum,2023-07-30,173
ethereum,2023-07-31,216
ethereum,2023-08-01,247
ethereum,2023-08-02,236
ethereum,2023-08-03,215
ethereum,2023-08-04,219
ethereum,2023-08-05,178
ethereum,2023-08-06,194
ethereum,2023-08-07,222
ethereum,2023-08-08,234
ethereum,2023-08-09,242
ethereum,2023-08-10,209
ethereum,2023-08-11,227
ethereum,2023-08-12,175
ethereum,2023-08-13,175
ethereum,2023-08-14,193
ethereum,2023-08-15,218
ethereum,2023-08-16,196
ethereum,2023-08-17,211
ethereum,2023-08-18,211
ethereum,2023-08-19,174
ethereum,2023-08-20,173
ethereum,2023-08-21,198
ethereum,2023-08-22,225
ethereum,2023-08-23,264
ethereum,2023-08-24,234
ethereum,2023-08-25,207
ethereum,2023-08-26,148
ethereum,2023-08-27,151
ethereum,2023-08-28,205
ethereum,2023-08-29,197
ethereum,2023-08-30,217
ethereum,2023-08-31,204
ethereum,2023-09-01,253
ethereum,2023-09-02,188
ethereum,2023-09-03,192
ethereum,2023-09-04,208
ethereum,2023-09-05,353
ethereum,2023-09-06,225
ethereum,2023-09-07,264
ethereum,2023-09-08,248
ethereum,2023-09-09,188
ethereum,2023-09-10,176
ethereum,2023-09-11,214
ethereum,2023-09-12,245
ethereum,2023-09-13,212
ethereum,2023-09-14,202
ethereum,2023-09-15,225
ethereum,2023-09-16,180
ethereum,2023-09-17,186
ethereum,2023-09-18,208
ethereum,2023-09-19,224
ethereum,2023-09-20,220
ethereum,2023-09-21,223
ethereum,2023-09-22,212
ethereum,2023-09-23,154
ethereum,2023-09-24,180
ethereum,2023-09-25,215
ethereum,2023-09-26,219
ethereum,2023-09-27,209
ethereum,2023-09-28,223
ethereum,2023-09-29,207
ethereum,2023-09-30,173
ethereum,2023-10-01,166
ethereum,2023-10-02,202
ethereum,2023-10-03,243
ethereum,2023-10-04,212
ethereum,2023-10-05,253
ethereum,2023-10-06,221
ethereum,2023-10-07,193
ethereum,2023-10-08,183
ethereum,2023-10-09,208
ethereum,2023-10-10,243
ethereum,2023-10-11,214
ethereum,2023-10-12,222
ethereum,2023-10-13,210
ethereum,2023-10-14,183
ethereum,2023-10-15,173
ethereum,2023-10-16,197
ethereum,2023-10-17,237
ethereum,2023-10-18,235
ethereum,2023-10-19,239
ethereum,2023-10-20,226
ethereum,2023-10-21,226
ethereum,2023-10-22,184
ethereum,2023-10-23,204
ethereum,2023-10-24,207
ethereum,2023-10-25,244
ethereum,2023-10-26,206
ethereum,2023-10-27,234
ethereum,2023-10-28,187
ethereum,2023-10-29,172
ethereum,2023-10-30,235
ethereum,2023-10-31,244
ethereum,2023-11-01,208
ethereum,2023-11-02,227
ethereum,2023-11-03,231
ethereum,2023-11-04,196
ethereum,2023-11-05,162
ethereum,2023-11-06,192
ethereum,2023-11-07,218
ethereum,2023-11-08,192
ethereum,2023-11-09,179
ethereum,2023-11-10,207
ethereum,2023-11-11,173
ethereum,2023-11-12,171
ethereum,2023-11-13,178
ethereum,2023-11-14,206
ethereum,2023-11-15,209
ethereum,2023-11-16,196
ethereum,2023-11-17,225
ethereum,2023-11-18,194
ethereum,2023-11-19,183
ethereum,2023-11-20,187
ethereum,2023-11-21,192
ethereum,2023-11-22,202
ethereum,2023-11-23,202
ethereum,2023-11-24,185
ethereum,2023-11-25,171
ethereum,2023-11-26,155
ethereum,2023-11-27,204
ethereum,2023-11-28,185
ethereum,2023-11-29,232
ethereum,2023-11-30,201
ethereum,2023-12-01,187
ethereum,2023-12-02,147
ethereum,2023-12-03,158
ethereum,2023-12-04,184
ethereum,2023-12-05,184
ethereum,2023-12-06,195
ethereum,2023-12-07,206
ethereum,2023-12-08,222
ethereum,2023-12-09,157
ethereum,2023-12-10,190
ethereum,2023-12-11,208
ethereum,2023-12-12,238
ethereum,2023-12-13,223
ethereum,2023-12-14,209
ethereum,2023-12-15,183
ethereum,2023-12-16,139
ethereum,2023-12-17,185
ethereum,2023-12-18,189
ethereum,2023-12-19,262
ethereum,2023-12-20,229
ethereum,2023-12-21,210
ethereum,2023-12-22,192
ethereum,2023-12-23,178
ethereum,2023-12-24,140
ethereum,2023-12-25,164
ethereum,2023-12-26,199
ethereum,2023-12-27,192
ethereum,2023-12-28,223
ethereum,2023-12-29,203
ethereum,2023-12-30,173
ethereum,2023-12-31,174
ethereum,2024-01-01,182
ethereum,2024-01-02,235
ethereum,2024-01-03,221
ethereum,2024-01-04,226
ethereum,2024-01-05,227
ethereum,2024-01-06,165
ethereum,2024-01-07,141
ethereum,2024-01-08,197
ethereum,2024-01-09,209
ethereum,2024-01-10,192
ethereum,2024-01-11,207
ethereum,2024-01-12,213
ethereum,2024-01-13,184
ethereum,2024-01-14,136
ethereum,2024-01-15,225
ethereum,2024-01-16,191
ethereum,2024-01-17,201
ethereum,2024-01-18,238
ethereum,2024-01-19,219
ethereum,2024-01-20,216
ethereum,2024-01-21,206
ethereum,2024-01-22,226
ethereum,2024-01-23,288
ethereum,2024-01-24,250
ethereum,2024-01-25,263
ethereum,2024-01-26,230
ethereum,2024-01-27,200
ethereum,2024-01-28,209
ethereum,2024-01-29,267
ethereum,2024-01-30,209
ethereum,2024-01-31,245
ethereum,2024-02-01,222
